"treatment","I","gamma","m","lam","beta","stay","alpha"
3,4.55893757,4.39661853,1.117766017,1.3064667615,0.20635148735,0.491564785,1.9571533
3,0.822078398,1.9619305955,0.8701517205,0.30701119685,0.8579939525,1.135761628,1.9571533
3,1.96303619,5.124187615,0.8940743285,0.14750282905,1.0238121205,1.26352467,1.9571533
3,1.58747538,1.6986996245,0.875992931,0.44708889405,0.7014935015,1.59537736,1.9571533
3,1.1477257695,1.789253361,0.955446388,0.3976668705,0.684566158,2.224285781,1.9571533
3,0.6889238955,2.3014960685,0.5639922415,0.43998445925,0.636414668,1.3995891875,1.9571533
3,2.515990375,2.731954001,1.0842714135,0.2814170632,0.8574511385,1.016644335,1.9571533
3,2.828928095,4.63997991,0.979342775,0.1952081725,0.6740946515,0.6535488495,1.9571533
3,2.364053725,2.650880325,0.719379649,0.47279133025,0.5715091175,0.41620188,1.9571533
3,2.23551302,2.199046313,0.8065595265,0.42519464875,0.937796476,0.6703580425,1.9571533
3,2.622984515,2.445475659,1.0476637285,0.61708861605,0.5964402005,0.6476620545,1.9571533
3,0.814728184,1.8336168195,0.5893648255,0.5090601861,0.6140333565,1.5209396025,1.9571533
3,1.59346636,2.387799154,0.9843322335,0.2978284746,0.739381558,1.691791364,1.9571533
3,3.096931815,2.7579391245,0.7789590455,0.4180179524,0.7670877415,0.38678668,1.9571533
