"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"469",-5421.6,-4.01672,1.30545,2.97662,3.82751,3.03634,0.712101,1.45062,1,0,0,1,469,1,1
"470",-5422.72,-2.01843,1.32057,2.84847,3.67655,3.05487,0.711068,1.41256,1,0,0,1,470,1,1
"471",-5421.63,-2.19801,1.32158,3.10172,3.85989,3.09828,0.708043,1.43734,1,0,0,1,471,1,1
"472",-5416.13,-1.54702,1.31742,2.85012,3.61561,3.0362,0.702843,1.42229,1,0,0,1,472,1,1
"473",-5418.23,-0.576186,1.31537,2.82533,3.81656,3.05248,0.702865,1.43583,1,0,0,1,473,1,1
"474",-5418.89,-4.0925,1.32091,2.70983,3.62598,3.14179,0.725476,1.43292,1,0,0,1,474,1,1
"475",-5413.86,-2.83979,1.31376,2.90215,3.76016,3.19108,0.706997,1.45186,1,0,0,1,475,1,1
"476",-5416.77,-5.25073,1.3232,2.81368,3.93974,3.29775,0.706315,1.44883,1,0,0,1,476,1,1
"477",-5415.38,-4.87363,1.307,2.65276,3.83595,3.00525,0.684342,1.43409,1,0,0,1,477,1,1
"478",-5415.17,-5.45974,1.33798,3.03906,3.67825,3.04689,0.685901,1.44597,1,0,0,1,478,1,1
"479",-5415,-1.62105,1.31257,2.72844,3.69347,3.0544,0.708108,1.44656,1,0,0,1,479,1,1
"480",-5422.32,-1.66818,1.32352,2.5082,3.81541,3.07443,0.702142,1.42673,1,0,0,1,480,1,1
"481",-5418.9,-6.24748,1.29674,2.73918,3.79638,3.06265,0.708052,1.45872,1,0,0,1,481,1,1
"482",-5417.02,-1.76713,1.31881,2.69604,3.831,3.03153,0.697409,1.44741,1,0,0,1,482,1,1
"483",-5418.93,-2.27546,1.33666,2.55503,3.70809,3.05881,0.702089,1.43997,1,0,0,1,483,1,1
"484",-5415.25,-4.25083,1.31512,2.79629,3.57571,2.98396,0.689817,1.41965,1,0,0,1,484,1,1
"485",-5413.65,-1.52613,1.32055,2.734,3.69181,3.17741,0.709715,1.44343,1,0,0,1,485,1,1
"486",-5421.09,-0.546187,1.32544,2.82066,3.71029,3.02163,0.706395,1.42319,1,0,0,1,486,1,1
"487",-5414.25,-4.92105,1.30914,2.51252,3.76,3.30168,0.706406,1.42889,1,0,0,1,487,1,1
"488",-5413.56,-2.35062,1.32971,2.95203,3.6858,3.15964,0.697136,1.44566,1,0,0,1,488,1,1
"489",-5419.05,-1.50274,1.32407,2.64412,3.87607,3.09074,0.698191,1.43812,1,0,0,1,489,1,1
"490",-5416.24,-6.45311,1.31068,3.18291,3.5626,3.07905,0.712854,1.4504,1,0,0,1,490,1,1
"491",-5414.39,-3.11856,1.32712,3.09245,3.65097,3.05736,0.694446,1.44365,1,0,0,1,491,1,1
"492",-5419.21,-1.69164,1.31347,2.86042,3.81896,3.10952,0.712281,1.44319,1,0,0,1,492,1,1
"493",-5424.76,-2.15472,1.3346,2.8564,3.71816,3.08783,0.705613,1.4131,1,0,0,1,493,1,1
"494",-5425.74,-5.04893,1.3005,2.69645,3.75073,3.05038,0.722453,1.42344,1,0,0,1,494,1,1
"495",-5413.23,-5.94321,1.30763,2.96228,3.73992,3.20725,0.686086,1.44901,1,0,0,1,495,1,1
"496",-5414.42,-4.77631,1.30261,2.61767,3.6575,3.2175,0.714001,1.4276,1,0,0,1,496,1,1
"497",-5420.92,-2.11253,1.32606,2.73734,3.86914,3.21617,0.706217,1.42339,1,0,0,1,497,1,1
"498",-5413.36,-2.07813,1.31515,2.7637,3.64458,3.21834,0.702616,1.42803,1,0,0,1,498,1,1
"499",-5423.29,-2.62747,1.33184,2.7908,3.70521,3.1324,0.703318,1.40918,1,0,0,1,499,1,1
"500",-5417.33,-2.57361,1.32448,2.6701,3.66273,2.91795,0.700216,1.44493,1,0,0,1,500,1,1
"501",-5434.71,-7.35629,1.29915,2.64479,3.80492,2.95138,0.727005,1.43425,1,0,0,1,501,1,1
"502",-5413.96,-0.970854,1.32457,2.9252,3.71471,3.12746,0.697802,1.43746,1,0,0,1,502,1,1
"503",-5421.41,-4.29522,1.33437,2.52094,3.64851,2.95007,0.708976,1.44834,1,0,0,1,503,1,1
"504",-5427.87,-2.42093,1.315,2.8317,3.89049,3.06908,0.70845,1.41454,1,0,0,1,504,1,1
"505",-5414.85,-2.31036,1.32116,2.70899,3.71736,3.15747,0.689822,1.42301,1,0,0,1,505,1,1
"506",-5416.29,-0.623374,1.31993,2.70759,3.71187,3.12427,0.702379,1.42416,1,0,0,1,506,1,1
"507",-5431.2,-9.5485,1.3369,2.28435,3.87595,2.91991,0.691052,1.4451,1,0,0,1,507,1,1
"508",-5439.01,-5.84065,1.31136,2.95186,3.83081,2.94308,0.725606,1.41737,1,0,0,1,508,1,1
"509",-5416.87,-1.38192,1.31794,2.62563,3.67466,3.11477,0.712335,1.43069,1,0,0,1,509,1,1
"510",-5412.8,-1.91895,1.31972,2.69122,3.67877,3.17314,0.70777,1.44697,1,0,0,1,510,1,1
"511",-5420.9,-2.48488,1.30551,2.86496,3.82814,3.0465,0.710679,1.44134,1,0,0,1,511,1,1
"512",-5428.87,-2.76057,1.32269,2.67746,3.81799,2.90849,0.71159,1.44541,1,0,0,1,512,1,1
"513",-5424.83,-3.70325,1.34095,2.92947,3.69581,3.1451,0.704331,1.41322,1,0,0,1,513,1,1
"514",-5426.6,-1.82053,1.31974,2.95228,3.75903,2.99357,0.711989,1.41783,1,0,0,1,514,1,1
"515",-5419.1,-1.73338,1.32053,2.78736,3.83155,3.11739,0.711059,1.44846,1,0,0,1,515,1,1
"516",-5423.76,-2.37275,1.31698,2.91399,3.72612,2.97846,0.718558,1.43937,1,0,0,1,516,1,1
"517",-5431.23,-1.89261,1.31861,2.68627,3.87706,2.96119,0.709743,1.42584,1,0,0,1,517,1,1
"518",-5415.51,-0.976805,1.32188,2.70078,3.7824,3.0505,0.696377,1.44185,1,0,0,1,518,1,1
"519",-5421.02,-3.61434,1.31011,2.9786,3.83331,3.00529,0.708068,1.4535,1,0,0,1,519,1,1
"520",-5429.97,-3.72191,1.31684,2.51257,3.72052,2.97238,0.71783,1.41953,1,0,0,1,520,1,1
"521",-5424.14,-3.07886,1.32608,2.43304,3.67624,2.99942,0.707872,1.42482,1,0,0,1,521,1,1
"522",-5419.99,-0.872686,1.31689,2.64485,3.79375,3.11168,0.708032,1.42647,1,0,0,1,522,1,1
"523",-5415.72,-1.99129,1.31393,2.55807,3.63587,3.04891,0.705093,1.4304,1,0,0,1,523,1,1
"524",-5417.17,-2.05165,1.30529,2.6757,3.78289,3.1149,0.708445,1.43488,1,0,0,1,524,1,1
"525",-5418.59,-3.20775,1.33435,2.53917,3.75784,3.21801,0.698877,1.42545,1,0,0,1,525,1,1
"526",-5452.06,-9.47094,1.3322,2.59765,3.82758,3.00774,0.724941,1.39418,1,0,0,1,526,1,1
"527",-5418.86,-0.425588,1.32463,2.83399,3.71458,2.99406,0.702793,1.43082,1,0,0,1,527,1,1
"528",-5421.36,-2.73767,1.33359,2.93916,3.88222,3.20825,0.705476,1.43075,1,0,0,1,528,1,1
"529",-5421.22,-2.20746,1.3254,2.97841,3.79498,3.03815,0.711807,1.44969,1,0,0,1,529,1,1
"530",-5414.53,-2.12383,1.30771,2.87033,3.81283,3.11166,0.699816,1.44307,1,0,0,1,530,1,1
"531",-5445.98,-5.7774,1.32286,2.71778,3.88262,2.93903,0.717886,1.404,1,0,0,1,531,1,1
"532",-5416.88,-2.28249,1.32871,2.88184,3.6273,3.10981,0.69455,1.42114,1,0,0,1,532,1,1
"533",-5414.93,-2.21939,1.32468,3.06366,3.70018,3.1678,0.696462,1.43502,1,0,0,1,533,1,1
"534",-5413.4,-1.08438,1.31627,2.80406,3.68261,3.04183,0.700645,1.44364,1,0,0,1,534,1,1
"535",-5422.96,-11.8852,1.30393,2.66656,3.64066,3.084,0.684027,1.3904,1,0,0,1,535,1,1
"536",-5427.23,-5.02654,1.32257,2.42599,3.85854,2.94939,0.691209,1.4237,1,0,0,1,536,1,1
"537",-5425.36,-3.4396,1.32239,3.05289,3.95434,3.14806,0.709863,1.43279,1,0,0,1,537,1,1
"538",-5421.38,-0.569284,1.323,2.95191,3.77765,3.04272,0.70804,1.42965,1,0,0,1,538,1,1
"539",-5416.77,-3.2713,1.31626,2.56878,3.67213,2.93075,0.692711,1.4335,1,0,0,1,539,1,1
"540",-5415.56,-4.18977,1.33134,2.67215,3.57197,3.26308,0.706419,1.4289,1,0,0,1,540,1,1
"541",-5421.39,-1.88652,1.3259,2.7405,3.8308,3.16144,0.715609,1.43986,1,0,0,1,541,1,1
"542",-5424.51,-2.99454,1.31743,2.78752,3.6991,2.93454,0.718985,1.44213,1,0,0,1,542,1,1
"543",-5419.03,-8.20326,1.32881,3.01428,3.41173,3.0401,0.713734,1.4215,1,0,0,1,543,1,1
"544",-5419.12,-3.30336,1.30722,2.8761,3.63149,2.97952,0.715514,1.43085,1,0,0,1,544,1,1
"545",-5420.25,-2.13977,1.31172,2.74305,3.77787,3.11107,0.717715,1.43939,1,0,0,1,545,1,1
"546",-5415.57,-2.34258,1.33485,2.80566,3.69343,3.02951,0.691078,1.43779,1,0,0,1,546,1,1
"547",-5422.88,-2.30039,1.3055,2.67367,3.84973,3.03134,0.707501,1.43117,1,0,0,1,547,1,1
"548",-5427.14,-2.65184,1.3298,3.08073,3.79573,3.0903,0.710941,1.41723,1,0,0,1,548,1,1
"549",-5416.43,-1.31008,1.31813,2.82842,3.68948,2.96156,0.70294,1.44207,1,0,0,1,549,1,1
"550",-5414.58,-4.35841,1.32947,3.04101,3.74288,3.00233,0.68491,1.4418,1,0,0,1,550,1,1
"551",-5421.76,-1.15231,1.32007,3.00713,3.77697,3.02267,0.704346,1.42294,1,0,0,1,551,1,1
"552",-5419.42,-0.859156,1.33168,2.88034,3.68674,3.05836,0.708114,1.43087,1,0,0,1,552,1,1
"553",-5425.72,-6.68784,1.33839,2.53729,3.85023,2.90399,0.685826,1.43741,1,0,0,1,553,1,1
"554",-5414.27,-2.35343,1.31266,3.06034,3.64395,3.0957,0.703812,1.43799,1,0,0,1,554,1,1
"555",-5415.04,-7.20015,1.30308,2.90863,3.57935,3.15919,0.693451,1.45688,1,0,0,1,555,1,1
"556",-5425.79,-3.21231,1.33144,2.6285,3.89831,3.067,0.710143,1.45007,1,0,0,1,556,1,1
"557",-5418.16,-1.03151,1.33521,2.84362,3.70328,3.08665,0.705105,1.43527,1,0,0,1,557,1,1
"558",-5419.17,-0.963599,1.31458,2.7171,3.81069,3.00538,0.699054,1.43198,1,0,0,1,558,1,1
"559",-5415.25,-0.621625,1.32277,2.72662,3.66799,3.08247,0.699762,1.42815,1,0,0,1,559,1,1
"560",-5421.7,-2.5363,1.31968,3.1019,3.89265,3.1067,0.702325,1.42777,1,0,0,1,560,1,1
"561",-5422.48,-1.6011,1.32633,2.68563,3.66993,2.94124,0.709608,1.43153,1,0,0,1,561,1,1
"562",-5414.49,-1.39974,1.31692,2.62329,3.76444,3.07453,0.696757,1.44218,1,0,0,1,562,1,1
"563",-5418.89,-6.07106,1.32582,2.34115,3.72713,3.0546,0.701962,1.45708,1,0,0,1,563,1,1
"564",-5415.67,-1.65653,1.31668,2.87993,3.72652,3.2106,0.711078,1.43098,1,0,0,1,564,1,1
"565",-5415.78,-3.42906,1.32278,2.91919,3.62876,3.17522,0.719138,1.44217,1,0,0,1,565,1,1
"566",-5438.46,-4.60934,1.34185,2.8004,3.7999,2.92522,0.719911,1.43201,1,0,0,1,566,1,1
"567",-5416.63,-1.13867,1.32773,2.93825,3.73202,3.16904,0.707822,1.43551,1,0,0,1,567,1,1
"568",-5413.89,-0.745673,1.32417,2.72845,3.71234,3.08621,0.696304,1.43796,1,0,0,1,568,1,1
"569",-5430.23,-5.25098,1.31826,2.95722,3.87206,2.94123,0.695213,1.405,1,0,0,1,569,1,1
"570",-5414.86,-3.44317,1.31021,2.80951,3.54601,3.00944,0.710242,1.42891,1,0,0,1,570,1,1
"571",-5423.56,-2.4275,1.33219,2.55519,3.66778,3.05743,0.708243,1.41899,1,0,0,1,571,1,1
"572",-5425.35,-0.965004,1.32888,2.69361,3.74719,3.0103,0.712217,1.42783,1,0,0,1,572,1,1
"573",-5420.32,-3.83749,1.31769,2.85192,3.72065,2.88717,0.705842,1.45448,1,0,0,1,573,1,1
"574",-5415.53,-0.982443,1.32966,2.77778,3.69951,3.04639,0.701723,1.44389,1,0,0,1,574,1,1
"575",-5415.13,-3.98619,1.31181,2.59822,3.64247,2.92493,0.696921,1.44597,1,0,0,1,575,1,1
"576",-5435.44,-4.00467,1.31714,2.58694,3.89247,2.91202,0.714536,1.44065,1,0,0,1,576,1,1
"577",-5417.8,-1.72374,1.32055,2.8374,3.76566,3.13393,0.714565,1.44628,1,0,0,1,577,1,1
"578",-5419.7,-2.65232,1.31948,2.91165,3.7355,3.20449,0.718548,1.42623,1,0,0,1,578,1,1
"579",-5421.41,-5.60781,1.31308,3.11574,3.57663,2.9651,0.71914,1.42763,1,0,0,1,579,1,1
"580",-5416.59,-0.557981,1.31567,2.77964,3.72267,3.05708,0.708203,1.43857,1,0,0,1,580,1,1
"581",-5414.73,-1.74211,1.31661,2.61356,3.6103,3.05633,0.70362,1.42965,1,0,0,1,581,1,1
"582",-5417.96,-1.03243,1.31915,2.92827,3.68516,2.97631,0.703567,1.43046,1,0,0,1,582,1,1
"583",-5425.07,-2.93391,1.3314,3.08043,3.72369,3.10823,0.715921,1.42228,1,0,0,1,583,1,1
"584",-5423.31,-2.84468,1.31877,2.73589,3.73831,3.12763,0.724044,1.42929,1,0,0,1,584,1,1
"585",-5429.64,-6.02535,1.31096,2.89927,4.06263,2.9813,0.696811,1.43232,1,0,0,1,585,1,1
"586",-5415.84,-4.28655,1.3264,2.91568,3.7432,3.27961,0.715777,1.44804,1,0,0,1,586,1,1
"587",-5413.75,-3.8041,1.31698,2.73671,3.61213,3.10659,0.715204,1.45401,1,0,0,1,587,1,1
"588",-5423.44,-3.66645,1.31621,3.11684,3.9225,3.13641,0.704028,1.4222,1,0,0,1,588,1,1
"589",-5417.52,-3.22825,1.3141,3.15258,3.7921,2.98938,0.696051,1.4381,1,0,0,1,589,1,1
"590",-5412.16,-2.71643,1.31285,2.66776,3.66571,3.24305,0.702138,1.4364,1,0,0,1,590,1,1
"591",-5419.25,-2.34849,1.32684,2.66749,3.65759,3.17289,0.708581,1.41604,1,0,0,1,591,1,1
"592",-5415.97,-2.42835,1.32517,2.74377,3.61913,3.11237,0.692783,1.4208,1,0,0,1,592,1,1
"593",-5419.67,-2.03123,1.32557,3.03823,3.68403,3.08554,0.701124,1.41736,1,0,0,1,593,1,1
"594",-5423.72,-4.99122,1.35294,2.82725,3.7286,3.06058,0.705208,1.4421,1,0,0,1,594,1,1
"595",-5436.25,-7.15239,1.32976,2.68702,3.62568,2.94794,0.717254,1.39849,1,0,0,1,595,1,1
"596",-5416.15,-1.73324,1.33533,2.85754,3.71992,3.05111,0.695264,1.43955,1,0,0,1,596,1,1
"597",-5414.43,-1.29215,1.31484,2.59156,3.68876,3.07579,0.701393,1.43636,1,0,0,1,597,1,1
"598",-5415.42,-1.48332,1.32753,2.94154,3.71862,3.0374,0.700916,1.447,1,0,0,1,598,1,1
"599",-5420.12,-2.01356,1.31807,3.03594,3.83775,2.98962,0.700725,1.44034,1,0,0,1,599,1,1
"600",-5421.64,-2.77189,1.32014,2.73253,3.83424,3.22766,0.710121,1.41609,1,0,0,1,600,1,1
"601",-5424.69,-1.79318,1.3292,2.64966,3.81223,2.96298,0.706024,1.44369,1,0,0,1,601,1,1
"602",-5429.26,-2.53491,1.3399,2.69267,3.74637,2.9461,0.707519,1.42785,1,0,0,1,602,1,1
"603",-5423.97,-1.20499,1.33311,2.6612,3.80766,3.05177,0.709012,1.43698,1,0,0,1,603,1,1
"604",-5412.74,-2.85451,1.31847,2.86167,3.62823,3.10921,0.688708,1.43755,1,0,0,1,604,1,1
"605",-5426.01,-2.48647,1.32331,2.72827,3.94782,3.09983,0.710562,1.44161,1,0,0,1,605,1,1
"606",-5415.44,-1.72833,1.31282,3.05694,3.70209,3.05837,0.70159,1.43356,1,0,0,1,606,1,1
"607",-5427.48,-3.87242,1.32295,2.66302,3.88894,2.87567,0.694222,1.43496,1,0,0,1,607,1,1
"608",-5420.6,-0.310377,1.32289,2.79509,3.78192,3.04083,0.708976,1.43688,1,0,0,1,608,1,1
"609",-5415.98,-2.74903,1.32923,2.9956,3.57023,3.09054,0.699839,1.43003,1,0,0,1,609,1,1
"610",-5417.84,-5.68595,1.30436,2.6167,3.81373,3.17179,0.713205,1.45702,1,0,0,1,610,1,1
"611",-5419.45,-1.68261,1.32189,3.01076,3.73412,2.98658,0.697463,1.42314,1,0,0,1,611,1,1
"612",-5413.6,-4.56675,1.31171,2.81163,3.88984,3.26204,0.691164,1.42942,1,0,0,1,612,1,1
"613",-5414.4,-4.32001,1.32785,2.56414,3.59192,3.02395,0.705659,1.45505,1,0,0,1,613,1,1
"614",-5425.02,-2.70313,1.34353,2.71787,3.78655,3.10315,0.710891,1.43539,1,0,0,1,614,1,1
"615",-5420.21,-2.80998,1.3353,2.90488,3.70101,3.13843,0.695188,1.41667,1,0,0,1,615,1,1
"616",-5429.37,-2.51161,1.33558,2.89189,3.88427,3.06517,0.714036,1.43615,1,0,0,1,616,1,1
"617",-5419.95,-0.619762,1.32224,2.64411,3.72013,3.05676,0.705964,1.42414,1,0,0,1,617,1,1
"618",-5417.32,-1.6618,1.31876,2.94711,3.83206,3.06097,0.702062,1.44735,1,0,0,1,618,1,1
"619",-5421.85,-2.75964,1.3268,2.55355,3.65432,3.01067,0.699602,1.4157,1,0,0,1,619,1,1
"620",-5435.23,-2.77176,1.33542,2.87006,3.87488,2.97939,0.709245,1.4192,1,0,0,1,620,1,1
"621",-5416.87,-0.787994,1.31793,2.84966,3.74236,3.11316,0.711228,1.43912,1,0,0,1,621,1,1
"622",-5419.12,-0.972262,1.32431,2.80687,3.85612,3.1529,0.706194,1.43546,1,0,0,1,622,1,1
"623",-5431.54,-5.37504,1.33887,2.93615,3.92738,2.89528,0.700131,1.44438,1,0,0,1,623,1,1
"624",-5420.39,-1.67638,1.32817,2.76252,3.7683,2.93567,0.69935,1.44245,1,0,0,1,624,1,1
"625",-5417.37,-1.6392,1.33383,2.65455,3.6344,3.05611,0.703622,1.43313,1,0,0,1,625,1,1
"626",-5420.1,-1.6982,1.33465,2.55672,3.74481,3.10132,0.704159,1.43355,1,0,0,1,626,1,1
"627",-5423.07,-1.75292,1.33387,2.83549,3.66889,3.03828,0.713884,1.42663,1,0,0,1,627,1,1
"628",-5418.35,-2.24479,1.32086,2.85253,3.71038,3.21589,0.71428,1.42204,1,0,0,1,628,1,1
"629",-5415.94,-1.25124,1.32631,2.57558,3.74803,3.12468,0.698618,1.43495,1,0,0,1,629,1,1
"630",-5423.72,-2.60866,1.33283,2.73476,3.631,2.96726,0.70467,1.41725,1,0,0,1,630,1,1
"631",-5415.3,-3.76444,1.32241,3.1164,3.7626,3.14524,0.687639,1.43049,1,0,0,1,631,1,1
"632",-5428.45,-4.0792,1.31459,2.82224,3.70406,3.01907,0.725826,1.41987,1,0,0,1,632,1,1
"633",-5422.28,-3.5991,1.32663,2.90517,3.80418,2.8889,0.699978,1.45108,1,0,0,1,633,1,1
"634",-5427.96,-6.72302,1.30762,2.97411,3.71429,2.99707,0.73046,1.4416,1,0,0,1,634,1,1
"635",-5432.81,-4.00499,1.33376,2.80832,3.94766,3.03186,0.715297,1.44634,1,0,0,1,635,1,1
"636",-5417.94,-2.00883,1.32041,3.05844,3.7124,2.97414,0.697192,1.42827,1,0,0,1,636,1,1
"637",-5415.37,-2.61897,1.30811,2.55438,3.74292,3.09722,0.696005,1.42682,1,0,0,1,637,1,1
"638",-5418.68,-1.34067,1.31523,2.7759,3.78878,2.98942,0.703669,1.44556,1,0,0,1,638,1,1
"639",-5423.53,-3.64926,1.33801,2.45512,3.69678,2.9951,0.70072,1.43254,1,0,0,1,639,1,1
"640",-5423.39,-5.33953,1.315,2.52599,3.61774,2.95173,0.700522,1.4076,1,0,0,1,640,1,1
"641",-5421.21,-1.48893,1.31833,2.59905,3.69336,2.96785,0.708465,1.43119,1,0,0,1,641,1,1
"642",-5416.64,-3.26826,1.31548,2.95263,3.72772,3.24323,0.699084,1.41632,1,0,0,1,642,1,1
"643",-5412.87,-4.73524,1.32744,2.55044,3.61403,3.13111,0.693122,1.45315,1,0,0,1,643,1,1
"644",-5429.15,-2.44607,1.32336,2.64787,3.8963,3.00743,0.700166,1.41654,1,0,0,1,644,1,1
"645",-5418.18,-1.29255,1.33413,2.85128,3.80904,3.12616,0.701942,1.43912,1,0,0,1,645,1,1
"646",-5427.87,-3.04231,1.33996,2.9258,3.6863,3.00049,0.712874,1.42227,1,0,0,1,646,1,1
"647",-5417.46,-1.11639,1.32093,2.62032,3.67039,2.99367,0.70328,1.43374,1,0,0,1,647,1,1
"648",-5432.13,-3.33605,1.33478,2.82577,3.9665,2.9802,0.70334,1.43519,1,0,0,1,648,1,1
"649",-5417.01,-4.8705,1.33109,2.88788,3.51043,3.12893,0.691783,1.43121,1,0,0,1,649,1,1
"650",-5420.02,-2.30959,1.30898,3.00018,3.74548,2.97379,0.702956,1.42405,1,0,0,1,650,1,1
"651",-5414.7,-2.32895,1.31905,2.57896,3.83355,3.17684,0.696229,1.43865,1,0,0,1,651,1,1
"652",-5421.95,-4.13212,1.34002,2.57244,3.83484,3.05544,0.701425,1.45204,1,0,0,1,652,1,1
"653",-5417.43,-0.670534,1.31342,2.85932,3.7277,3.0763,0.70757,1.42791,1,0,0,1,653,1,1
"654",-5419.32,-1.97615,1.32162,2.66649,3.66524,2.92916,0.706789,1.44088,1,0,0,1,654,1,1
"655",-5428.96,-4.74987,1.32749,2.37842,3.91568,3.0666,0.699146,1.42536,1,0,0,1,655,1,1
"656",-5415.31,-2.34074,1.31911,2.50081,3.64813,3.04007,0.698758,1.43568,1,0,0,1,656,1,1
"657",-5415.64,-0.503211,1.3232,2.84357,3.74499,3.06688,0.696272,1.43122,1,0,0,1,657,1,1
"658",-5424.23,-3.2694,1.34271,2.58968,3.76741,2.99367,0.69801,1.43504,1,0,0,1,658,1,1
"659",-5426.42,-2.24419,1.3391,2.78744,3.84858,2.98697,0.701856,1.43609,1,0,0,1,659,1,1
"660",-5429.67,-2.10215,1.33076,2.81843,3.88346,3.00961,0.701765,1.41767,1,0,0,1,660,1,1
"661",-5427.32,-2.36269,1.32685,2.70177,3.78758,3.09998,0.708023,1.40865,1,0,0,1,661,1,1
"662",-5413.68,-5.18714,1.3187,2.76065,3.66986,3.04865,0.702441,1.46845,1,0,0,1,662,1,1
"663",-5418.71,-2.08119,1.30835,2.91971,3.79857,3.10143,0.702556,1.4191,1,0,0,1,663,1,1
"664",-5424.28,-2.20182,1.32983,3.08699,3.84712,3.0486,0.701692,1.42486,1,0,0,1,664,1,1
"665",-5418.2,-2.06821,1.33147,2.69196,3.71665,3.21005,0.702181,1.42091,1,0,0,1,665,1,1
"666",-5412.43,-2.02416,1.32261,2.71958,3.59416,3.05909,0.700792,1.4445,1,0,0,1,666,1,1
"667",-5416.61,-0.684046,1.3258,2.88551,3.70966,3.1022,0.709034,1.43905,1,0,0,1,667,1,1
"668",-5416.69,-3.06795,1.33897,2.76257,3.76169,3.06892,0.698291,1.45213,1,0,0,1,668,1,1
"669",-5431.2,-3.263,1.31659,2.853,4.00014,3.01903,0.707573,1.43158,1,0,0,1,669,1,1
"670",-5421.6,-2.39091,1.33547,2.95122,3.86863,3.05821,0.695672,1.43246,1,0,0,1,670,1,1
"671",-5430.07,-3.31685,1.34034,2.57855,3.73875,2.93597,0.705678,1.42709,1,0,0,1,671,1,1
"672",-5423.03,-2.27589,1.32864,2.78886,3.94891,3.1398,0.702936,1.43378,1,0,0,1,672,1,1
"673",-5442.09,-4.82998,1.33137,2.49114,3.84035,2.90011,0.715102,1.42284,1,0,0,1,673,1,1
"674",-5419.88,-2.69246,1.31964,2.58953,3.76561,3.00769,0.691001,1.41917,1,0,0,1,674,1,1
"675",-5423.71,-3.13022,1.32298,2.58572,3.63343,3.00984,0.719027,1.42512,1,0,0,1,675,1,1
"676",-5421.13,-2.55637,1.33976,2.84552,3.7018,3.10853,0.697485,1.42009,1,0,0,1,676,1,1
"677",-5423.72,-2.56967,1.33178,2.89934,3.6976,3.12305,0.719333,1.42456,1,0,0,1,677,1,1
"678",-5417.08,-0.440226,1.32283,2.64348,3.71284,3.07288,0.705409,1.43391,1,0,0,1,678,1,1
"679",-5419.28,-0.996125,1.31189,2.66709,3.76437,3.06237,0.709375,1.4321,1,0,0,1,679,1,1
"680",-5417.75,-3.68948,1.33674,2.594,3.66549,3.03856,0.688906,1.4308,1,0,0,1,680,1,1
"681",-5428.43,-2.65814,1.32413,2.55061,3.79475,2.9997,0.702256,1.41259,1,0,0,1,681,1,1
"682",-5413.32,-3.62659,1.30705,2.55507,3.67758,3.12902,0.692409,1.42996,1,0,0,1,682,1,1
"683",-5416.38,-2.29583,1.32812,2.67962,3.81546,3.21232,0.694699,1.42674,1,0,0,1,683,1,1
"684",-5424.57,-1.6963,1.32554,2.58058,3.86158,3.12157,0.707868,1.42555,1,0,0,1,684,1,1
"685",-5418.38,-2.72922,1.31729,2.61927,3.63856,3.11108,0.703747,1.41247,1,0,0,1,685,1,1
"686",-5423.56,-1.31964,1.32376,2.89755,3.76518,3.0953,0.716621,1.42657,1,0,0,1,686,1,1
"687",-5421.03,-5.52994,1.31704,3.05625,3.57785,2.90229,0.701305,1.41341,1,0,0,1,687,1,1
"688",-5424.45,-3.5071,1.33989,2.94922,3.7981,3.20272,0.706395,1.41899,1,0,0,1,688,1,1
"689",-5424.88,-2.29042,1.30988,2.8336,3.89783,2.97897,0.704194,1.43392,1,0,0,1,689,1,1
"690",-5419.97,-2.91175,1.31061,3.02233,3.68567,2.92598,0.705004,1.42717,1,0,0,1,690,1,1
"691",-5420.24,-0.910052,1.32822,2.66918,3.76237,3.12305,0.711713,1.43355,1,0,0,1,691,1,1
"692",-5417.03,-3.7167,1.33421,2.73587,3.60093,3.23404,0.697394,1.42568,1,0,0,1,692,1,1
"693",-5420.83,-3.14234,1.33007,2.39681,3.74948,3.0811,0.702425,1.43627,1,0,0,1,693,1,1
"694",-5423.4,-4.87399,1.31667,2.77357,3.8913,2.94961,0.701836,1.46097,1,0,0,1,694,1,1
"695",-5417.87,-1.40118,1.31562,2.81598,3.7404,2.97564,0.705163,1.44566,1,0,0,1,695,1,1
"696",-5418.54,-3.67918,1.30933,2.52842,3.87762,3.18622,0.706803,1.43805,1,0,0,1,696,1,1
"697",-5416.56,-4.02456,1.33268,3.03302,3.61567,3.17671,0.692122,1.43607,1,0,0,1,697,1,1
"698",-5432.61,-7.76189,1.34961,2.96746,3.74611,3.00257,0.723971,1.4482,1,0,0,1,698,1,1
"699",-5423.45,-5.9506,1.33535,2.98796,3.78252,3.28539,0.722836,1.43262,1,0,0,1,699,1,1
"700",-5416.38,-4.8477,1.32799,2.6137,3.54649,3.01256,0.688586,1.4257,1,0,0,1,700,1,1
"701",-5414.86,-3.7649,1.30401,2.63333,3.77283,3.21535,0.710541,1.44002,1,0,0,1,701,1,1
"702",-5426.33,-2.27547,1.33846,2.77518,3.80863,3.13525,0.707964,1.4195,1,0,0,1,702,1,1
"703",-5418.2,-2.99437,1.33498,2.98143,3.82882,3.22254,0.704852,1.43945,1,0,0,1,703,1,1
"704",-5417.69,-4.98055,1.32019,3.16754,3.6641,3.28535,0.710672,1.43395,1,0,0,1,704,1,1
