"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"1627",-5419.71,-3.33499,1.32716,3.03899,3.79523,3.2615,0.705806,1.42141,1,0,0,1,1627,1,1
"1628",-5415.81,-3.99284,1.33041,2.73031,3.5157,3.10607,0.695245,1.42794,1,0,0,1,1628,1,1
"1629",-5425.06,-1.7134,1.31974,2.84261,3.72716,2.98843,0.70811,1.41382,1,0,0,1,1629,1,1
"1630",-5433.95,-3.71891,1.34522,2.82395,3.81185,3.05127,0.711883,1.41888,1,0,0,1,1630,1,1
"1631",-5417.63,-1.69029,1.32772,3.03683,3.76998,3.15088,0.707528,1.4398,1,0,0,1,1631,1,1
"1632",-5417.33,-2.47388,1.31329,2.63102,3.73741,3.10368,0.714129,1.44791,1,0,0,1,1632,1,1
"1633",-5424.83,-1.5428,1.33411,2.80213,3.83259,2.97355,0.70179,1.43595,1,0,0,1,1633,1,1
"1634",-5417.03,-0.306347,1.32653,2.87035,3.75918,3.11145,0.702738,1.43251,1,0,0,1,1634,1,1
"1635",-5423.11,-2.07685,1.31287,2.5217,3.79853,3.04975,0.706797,1.42394,1,0,0,1,1635,1,1
"1636",-5439.51,-15.0627,1.35691,2.66516,3.82534,3.18276,0.737389,1.44976,1,0,0,1,1636,1,1
"1637",-5423.06,-2.51632,1.31512,2.78065,3.65712,2.93926,0.709969,1.41798,1,0,0,1,1637,1,1
"1638",-5420.27,-2.15505,1.32742,2.46151,3.70415,3.03832,0.704278,1.43375,1,0,0,1,1638,1,1
"1639",-5431.16,-4.83845,1.34628,2.80943,3.88473,3.1767,0.711475,1.42286,1,0,0,1,1639,1,1
"1640",-5417.12,-1.40632,1.32993,2.78649,3.6714,2.98172,0.703292,1.4426,1,0,0,1,1640,1,1
"1641",-5425.96,-4.38126,1.31685,3.0696,3.7454,3.13192,0.723188,1.41934,1,0,0,1,1641,1,1
"1642",-5413.99,-2.38201,1.3118,2.99874,3.63342,3.1541,0.705503,1.43416,1,0,0,1,1642,1,1
"1643",-5420.58,-4.30446,1.34169,3.08825,3.69627,3.0489,0.7089,1.44769,1,0,0,1,1643,1,1
"1644",-5421.2,-4.31497,1.31623,3.08057,3.6259,3.05597,0.70405,1.40803,1,0,0,1,1644,1,1
"1645",-5419.55,-3.88279,1.31947,3.15896,3.89564,3.05432,0.69268,1.43013,1,0,0,1,1645,1,1
"1646",-5429.69,-4.23151,1.3203,2.73326,3.95474,3.03753,0.7143,1.4528,1,0,0,1,1646,1,1
"1647",-5418.4,-1.43496,1.32885,3.06969,3.76513,3.0762,0.702095,1.43572,1,0,0,1,1647,1,1
"1648",-5417,-1.32554,1.33046,2.8239,3.67767,3.13894,0.698819,1.42357,1,0,0,1,1648,1,1
"1649",-5418.74,-1.90681,1.33081,2.66948,3.74957,3.04038,0.69137,1.42531,1,0,0,1,1649,1,1
"1650",-5416.62,-4.82611,1.30348,3.163,3.73696,2.99185,0.699291,1.44368,1,0,0,1,1650,1,1
"1651",-5415.65,-2.5752,1.31088,3.0782,3.81521,3.11051,0.697151,1.43431,1,0,0,1,1651,1,1
"1652",-5423.72,-0.946784,1.33037,2.66839,3.7568,3.02626,0.711276,1.43403,1,0,0,1,1652,1,1
"1653",-5429.27,-5.65688,1.31179,2.66959,3.75237,3.12317,0.723499,1.40672,1,0,0,1,1653,1,1
"1654",-5432.47,-4.18051,1.31597,2.70687,3.83388,2.81574,0.705228,1.43293,1,0,0,1,1654,1,1
"1655",-5419.95,-1.26196,1.32781,2.6811,3.83958,3.06091,0.695308,1.42943,1,0,0,1,1655,1,1
"1656",-5421.48,-9.5438,1.30817,2.33962,3.91926,3.13541,0.700408,1.46151,1,0,0,1,1656,1,1
"1657",-5432.58,-2.65244,1.32588,2.78475,3.93188,3.03822,0.716629,1.43613,1,0,0,1,1657,1,1
"1658",-5414.56,-1.4776,1.32003,2.98437,3.68761,3.01438,0.698927,1.44118,1,0,0,1,1658,1,1
"1659",-5423.36,-2.12094,1.33171,2.69856,3.72761,2.92945,0.707639,1.44322,1,0,0,1,1659,1,1
"1660",-5414.43,-1.58573,1.32534,2.91287,3.75548,3.18651,0.70468,1.44479,1,0,0,1,1660,1,1
"1661",-5416.94,-1.01407,1.31576,2.69817,3.7431,2.9866,0.698207,1.43526,1,0,0,1,1661,1,1
"1662",-5423.87,-6.11118,1.32636,3.04706,3.54108,3.07521,0.714615,1.40807,1,0,0,1,1662,1,1
"1663",-5417.98,-4.50003,1.31469,2.60358,3.91938,3.27953,0.703084,1.42584,1,0,0,1,1663,1,1
"1664",-5420.17,-2.53824,1.3206,3.05225,3.83007,3.20134,0.71136,1.42997,1,0,0,1,1664,1,1
"1665",-5415.64,-1.9217,1.31741,2.59481,3.71781,3.05787,0.692282,1.42649,1,0,0,1,1665,1,1
"1666",-5418.68,-1.32258,1.31559,2.82667,3.81677,3.17221,0.707119,1.42354,1,0,0,1,1666,1,1
"1667",-5430.4,-3.06632,1.33311,2.70158,3.86065,2.89921,0.698146,1.42805,1,0,0,1,1667,1,1
"1668",-5416.53,-3.97291,1.31856,3.2085,3.71721,2.99564,0.699322,1.44833,1,0,0,1,1668,1,1
"1669",-5420.77,-3.24996,1.30759,2.61463,3.82315,3.05415,0.696794,1.41558,1,0,0,1,1669,1,1
"1670",-5415.6,-0.780723,1.31538,2.79397,3.66283,3.08194,0.706614,1.42764,1,0,0,1,1670,1,1
"1671",-5424.3,-1.90556,1.32379,2.85474,3.75491,2.88534,0.704432,1.43468,1,0,0,1,1671,1,1
"1672",-5429.65,-3.35774,1.32793,2.80024,3.83234,2.87153,0.708008,1.4461,1,0,0,1,1672,1,1
"1673",-5422.95,-1.78984,1.32887,2.67222,3.82935,3.02826,0.70858,1.44773,1,0,0,1,1673,1,1
"1674",-5421.19,-1.10712,1.33095,2.98902,3.73591,3.07364,0.708684,1.42919,1,0,0,1,1674,1,1
"1675",-5421.24,-9.91545,1.35491,3.11578,3.65495,3.20218,0.708045,1.45422,1,0,0,1,1675,1,1
"1676",-5423.25,-1.61247,1.31252,2.87395,3.81661,3.07237,0.715228,1.43099,1,0,0,1,1676,1,1
"1677",-5420.04,-3.20402,1.31548,2.75216,3.67659,2.85428,0.700995,1.43603,1,0,0,1,1677,1,1
"1678",-5426.96,-3.84048,1.32796,2.70939,3.84213,2.90364,0.705735,1.45409,1,0,0,1,1678,1,1
"1679",-5415.24,-1.42782,1.30885,2.80583,3.80784,3.08963,0.698364,1.43451,1,0,0,1,1679,1,1
"1680",-5419.14,-1.09301,1.31582,2.60249,3.77756,3.11471,0.708443,1.42867,1,0,0,1,1680,1,1
"1681",-5423.23,-1.2288,1.33109,2.66287,3.83505,3.06638,0.699981,1.42513,1,0,0,1,1681,1,1
"1682",-5425.98,-8.17185,1.32299,2.3252,3.69187,3.15026,0.728192,1.43281,1,0,0,1,1682,1,1
"1683",-5432.51,-3.58729,1.31336,2.66846,3.8183,2.9142,0.7186,1.43784,1,0,0,1,1683,1,1
"1684",-5424.29,-3.14846,1.3338,3.11896,3.71604,3.10311,0.706483,1.41677,1,0,0,1,1684,1,1
"1685",-5414.52,-1.8074,1.32539,2.98134,3.79711,3.13504,0.696376,1.443,1,0,0,1,1685,1,1
"1686",-5422.53,-3.99153,1.3127,2.4951,3.77719,3.04814,0.69625,1.41145,1,0,0,1,1686,1,1
"1687",-5415.34,-1.37142,1.32083,2.88237,3.66403,3.18487,0.706431,1.42635,1,0,0,1,1687,1,1
"1688",-5414.09,-5.04779,1.31007,2.57169,3.69736,3.28099,0.716796,1.43702,1,0,0,1,1688,1,1
"1689",-5433.24,-3.10169,1.31728,2.74553,3.97205,2.95649,0.707024,1.43178,1,0,0,1,1689,1,1
"1690",-5421.85,-3.94502,1.33203,2.86621,3.855,2.91568,0.689669,1.43896,1,0,0,1,1690,1,1
"1691",-5425.16,-4.54649,1.3354,2.837,3.57944,2.91251,0.705995,1.41655,1,0,0,1,1691,1,1
"1692",-5422.48,-0.878803,1.31758,2.85394,3.79882,3.07102,0.713701,1.43077,1,0,0,1,1692,1,1
"1693",-5413.28,-7.1807,1.31688,2.78478,3.76521,2.98576,0.673593,1.43387,1,0,0,1,1693,1,1
"1694",-5426.3,-2.28403,1.31348,2.65184,3.76273,3.01507,0.718902,1.42867,1,0,0,1,1694,1,1
"1695",-5428.72,-1.5807,1.33457,2.64613,3.82262,3.01398,0.708296,1.42778,1,0,0,1,1695,1,1
"1696",-5420.72,-0.839541,1.32261,2.64238,3.72507,3.03642,0.71193,1.435,1,0,0,1,1696,1,1
"1697",-5415.9,-2.00661,1.32097,3.02676,3.76586,3.1665,0.69554,1.42584,1,0,0,1,1697,1,1
"1698",-5423.17,-1.64042,1.31421,2.98508,3.78015,3.04441,0.713418,1.42643,1,0,0,1,1698,1,1
"1699",-5420.91,-2.31648,1.31331,2.79534,3.94044,3.08916,0.70173,1.4382,1,0,0,1,1699,1,1
"1700",-5418.75,-3.11556,1.32595,2.9623,3.74148,3.07401,0.689018,1.41539,1,0,0,1,1700,1,1
"1701",-5416.35,-2.64616,1.30667,2.91474,3.63792,2.98364,0.707419,1.43173,1,0,0,1,1701,1,1
"1702",-5421.36,-1.91692,1.30901,2.78826,3.83912,3.06249,0.702639,1.41911,1,0,0,1,1702,1,1
"1703",-5412.76,-2.15939,1.32194,2.75566,3.62097,3.14792,0.693283,1.43685,1,0,0,1,1703,1,1
"1704",-5419.57,-3.11962,1.33256,2.48581,3.8023,3.08973,0.701788,1.44724,1,0,0,1,1704,1,1
"1705",-5432.48,-2.80484,1.32964,2.68329,3.90743,2.92278,0.701238,1.42745,1,0,0,1,1705,1,1
"1706",-5420.52,-2.19188,1.31762,2.69679,3.76499,3.02759,0.694606,1.41368,1,0,0,1,1706,1,1
"1707",-5426.17,-2.6278,1.31447,2.97995,3.84906,3.02685,0.704812,1.41356,1,0,0,1,1707,1,1
"1708",-5426.09,-1.79213,1.32807,2.64952,3.85537,3.04032,0.712129,1.44235,1,0,0,1,1708,1,1
"1709",-5423.04,-3.05751,1.32033,3.08963,3.76238,3.06397,0.718948,1.44162,1,0,0,1,1709,1,1
"1710",-5418.36,-0.444271,1.32036,2.7457,3.82542,3.08925,0.700502,1.43033,1,0,0,1,1710,1,1
"1711",-5422.46,-1.8684,1.32243,2.53868,3.7855,3.12328,0.706499,1.41922,1,0,0,1,1711,1,1
"1712",-5414.57,-1.98454,1.30821,2.73703,3.66803,3.00791,0.704004,1.44149,1,0,0,1,1712,1,1
"1713",-5418.48,-3.48888,1.31512,2.59101,3.74117,3.12811,0.718186,1.44953,1,0,0,1,1713,1,1
"1714",-5413.07,-2.63032,1.32066,2.80609,3.55964,2.98903,0.698843,1.43828,1,0,0,1,1714,1,1
"1715",-5414.34,-5.08658,1.32388,2.51244,3.78078,3.14417,0.697335,1.46147,1,0,0,1,1715,1,1
"1716",-5416.29,-3.05304,1.32571,2.72289,3.56338,3.13933,0.714949,1.42664,1,0,0,1,1716,1,1
"1717",-5414.3,-4.14457,1.33416,2.66687,3.55074,3.17566,0.710637,1.44074,1,0,0,1,1717,1,1
"1718",-5426.34,-1.39753,1.33195,2.94192,3.84192,3.01621,0.708011,1.43219,1,0,0,1,1718,1,1
"1719",-5418.06,-3.23616,1.30978,2.50696,3.77191,3.10313,0.696546,1.4197,1,0,0,1,1719,1,1
"1720",-5414.43,-2.76954,1.33338,2.8025,3.61234,3.19372,0.698364,1.43813,1,0,0,1,1720,1,1
"1721",-5426.46,-1.75047,1.32346,2.56044,3.76868,3.01704,0.707156,1.41804,1,0,0,1,1721,1,1
"1722",-5425.81,-4.34034,1.32119,2.92238,3.92301,3.23979,0.714173,1.41884,1,0,0,1,1722,1,1
"1723",-5438.35,-4.17634,1.32411,2.80997,3.94585,3.00401,0.708239,1.40777,1,0,0,1,1723,1,1
"1724",-5426.53,-7.31277,1.30745,2.57537,4.008,3.21874,0.705312,1.4133,1,0,0,1,1724,1,1
"1725",-5427.92,-5.17515,1.31188,2.75602,3.82262,3.0733,0.727313,1.44796,1,0,0,1,1725,1,1
"1726",-5425.18,-3.4735,1.33032,2.85666,3.65217,2.86304,0.703519,1.42262,1,0,0,1,1726,1,1
"1727",-5415.97,-2.75344,1.31864,2.61188,3.67043,3.12071,0.692005,1.41859,1,0,0,1,1727,1,1
"1728",-5421.67,-5.21481,1.31061,2.46023,3.84253,3.12304,0.694601,1.41224,1,0,0,1,1728,1,1
"1729",-5418.2,-2.00363,1.32618,2.78419,3.68753,2.94343,0.705137,1.44779,1,0,0,1,1729,1,1
"1730",-5429.57,-2.69458,1.31982,3.02391,3.80316,2.90928,0.710918,1.42668,1,0,0,1,1730,1,1
"1731",-5422.36,-2.94174,1.34365,2.63028,3.67895,3.08153,0.704488,1.42797,1,0,0,1,1731,1,1
"1732",-5422.74,-2.32218,1.33647,2.82797,3.86768,3.15105,0.699807,1.42419,1,0,0,1,1732,1,1
"1733",-5440.86,-5.50882,1.31211,2.9227,3.92318,2.89008,0.720022,1.43129,1,0,0,1,1733,1,1
"1734",-5416.65,-3.44148,1.32438,3.17174,3.76259,3.22238,0.70319,1.43917,1,0,0,1,1734,1,1
"1735",-5420.77,-3.49265,1.32582,2.78164,3.93681,3.06078,0.699536,1.45364,1,0,0,1,1735,1,1
"1736",-5417.5,-1.58595,1.33352,2.60877,3.76256,3.14143,0.699557,1.43422,1,0,0,1,1736,1,1
"1737",-5412.8,-7.37483,1.31607,2.94635,3.69901,3.04251,0.674803,1.44344,1,0,0,1,1737,1,1
"1738",-5418.86,-2.10714,1.32667,2.71057,3.59519,2.96468,0.705593,1.42652,1,0,0,1,1738,1,1
"1739",-5420.19,-1.95107,1.30846,2.88665,3.71693,2.99922,0.70724,1.42112,1,0,0,1,1739,1,1
"1740",-5425.39,-2.82408,1.3344,2.82129,3.82507,3.16351,0.703059,1.41232,1,0,0,1,1740,1,1
"1741",-5413.54,-5.59105,1.32714,2.56668,3.48283,3.05512,0.696765,1.44265,1,0,0,1,1741,1,1
"1742",-5414.26,-4.54837,1.31162,3.00282,3.59267,3.12624,0.689415,1.43972,1,0,0,1,1742,1,1
"1743",-5434.15,-2.7948,1.33159,2.78538,3.8875,3.04497,0.709073,1.41248,1,0,0,1,1743,1,1
"1744",-5417.32,-3.27183,1.30494,2.68095,3.73368,3.16256,0.716739,1.43322,1,0,0,1,1744,1,1
"1745",-5415.26,-0.909945,1.31616,2.83929,3.65355,3.03582,0.707097,1.43592,1,0,0,1,1745,1,1
"1746",-5421.43,-1.18586,1.32835,2.64202,3.70979,2.98807,0.708998,1.43755,1,0,0,1,1746,1,1
"1747",-5430.22,-3.79467,1.32965,3.04291,3.90444,2.98477,0.69842,1.41587,1,0,0,1,1747,1,1
"1748",-5428.2,-3.90343,1.30735,2.82977,3.88246,3.10449,0.720588,1.4268,1,0,0,1,1748,1,1
"1749",-5421.62,-1.84411,1.32675,2.6446,3.90325,3.06747,0.698088,1.43667,1,0,0,1,1749,1,1
"1750",-5422.26,-3.30788,1.33661,3.14715,3.81149,3.02416,0.698552,1.43497,1,0,0,1,1750,1,1
"1751",-5412.74,-2.1135,1.31286,2.90374,3.69718,3.18927,0.704265,1.44394,1,0,0,1,1751,1,1
"1752",-5422.78,-1.57229,1.33279,2.94392,3.8609,3.11464,0.705704,1.43205,1,0,0,1,1752,1,1
"1753",-5425.47,-3.07765,1.32119,2.77015,3.89464,3.19628,0.710409,1.41484,1,0,0,1,1753,1,1
"1754",-5421.77,-2.00665,1.33473,2.59958,3.74786,3.02166,0.696102,1.4262,1,0,0,1,1754,1,1
"1755",-5418.88,-4.08817,1.31931,2.39724,3.74137,3.01001,0.691714,1.43355,1,0,0,1,1755,1,1
"1756",-5416.35,-3.39834,1.31686,3.03905,3.67085,3.25039,0.700813,1.42327,1,0,0,1,1756,1,1
"1757",-5418.69,-1.48173,1.33234,2.7603,3.73169,3.17268,0.701312,1.42186,1,0,0,1,1757,1,1
"1758",-5425.7,-5.15916,1.31082,2.60092,3.86505,2.86175,0.695507,1.44255,1,0,0,1,1758,1,1
"1759",-5423.51,-1.75015,1.3211,2.67186,3.81658,3.06891,0.700143,1.4136,1,0,0,1,1759,1,1
"1760",-5421.87,-2.53921,1.31651,2.95064,3.67998,3.07043,0.710726,1.41204,1,0,0,1,1760,1,1
"1761",-5418.04,-6.84994,1.30371,2.99292,3.78971,3.33171,0.7136,1.42066,1,0,0,1,1761,1,1
"1762",-5421.36,-2.725,1.30844,2.71952,3.77641,3.13198,0.711058,1.41451,1,0,0,1,1762,1,1
"1763",-5419.4,-1.12749,1.33407,2.81642,3.72966,2.99936,0.699478,1.43461,1,0,0,1,1763,1,1
"1764",-5416.38,-1.87694,1.32119,2.88691,3.73421,3.23982,0.709121,1.4266,1,0,0,1,1764,1,1
"1765",-5418.41,-2.6981,1.32546,3.13564,3.68843,3.18079,0.706656,1.42691,1,0,0,1,1765,1,1
"1766",-5420.87,-2.07933,1.33447,2.914,3.65786,2.99154,0.710953,1.43704,1,0,0,1,1766,1,1
"1767",-5420.82,-0.793295,1.32519,2.84993,3.84029,3.01736,0.701784,1.43838,1,0,0,1,1767,1,1
"1768",-5418.23,-2.95128,1.32964,2.85929,3.65628,3.08836,0.718627,1.44685,1,0,0,1,1768,1,1
"1769",-5420.79,-5.38545,1.31996,3.15339,3.56668,3.11769,0.716351,1.41851,1,0,0,1,1769,1,1
"1770",-5414.78,-0.460186,1.3226,2.84457,3.73498,3.06488,0.69766,1.43668,1,0,0,1,1770,1,1
"1771",-5414.99,-2.364,1.3194,2.6651,3.75241,3.1967,0.692774,1.42239,1,0,0,1,1771,1,1
"1772",-5412.73,-2.83336,1.30434,2.71997,3.67482,3.14437,0.706178,1.44259,1,0,0,1,1772,1,1
"1773",-5418.71,-4.26186,1.32956,2.73729,3.64232,2.91966,0.708447,1.4561,1,0,0,1,1773,1,1
"1774",-5419.09,-4.95415,1.31601,2.52482,3.62474,3.1507,0.723022,1.42626,1,0,0,1,1774,1,1
"1775",-5423.11,-6.19039,1.32827,2.43973,3.64479,3.20481,0.718657,1.41493,1,0,0,1,1775,1,1
"1776",-5420.49,-0.766732,1.3267,2.84274,3.80749,3.12435,0.710899,1.43526,1,0,0,1,1776,1,1
"1777",-5421.59,-0.858581,1.31986,2.84983,3.80773,3.11584,0.708555,1.42161,1,0,0,1,1777,1,1
"1778",-5428.09,-2.96977,1.32886,2.98897,3.89311,2.93351,0.704189,1.44076,1,0,0,1,1778,1,1
"1779",-5427.55,-1.88878,1.33095,2.86,3.81661,2.96793,0.712558,1.44098,1,0,0,1,1779,1,1
"1780",-5428.58,-2.79295,1.333,2.69613,3.69509,2.94309,0.717562,1.43183,1,0,0,1,1780,1,1
"1781",-5414.13,-4.22057,1.3248,2.83555,3.54675,3.03955,0.71403,1.45101,1,0,0,1,1781,1,1
"1782",-5419.97,-1.02079,1.32599,2.78444,3.71741,3.03153,0.698531,1.41887,1,0,0,1,1782,1,1
"1783",-5418.48,-0.414581,1.32085,2.72572,3.69945,3.04615,0.709565,1.43169,1,0,0,1,1783,1,1
"1784",-5425.17,-2.75603,1.32209,2.93827,3.87587,2.94425,0.695122,1.42265,1,0,0,1,1784,1,1
"1785",-5430.74,-3.86569,1.32887,2.50454,3.68385,2.9345,0.710932,1.41667,1,0,0,1,1785,1,1
"1786",-5412.18,-6.47705,1.30337,2.78755,3.48556,3.0081,0.700456,1.4438,1,0,0,1,1786,1,1
"1787",-5422.77,-1.78445,1.33023,2.63724,3.78569,3.12352,0.70154,1.41644,1,0,0,1,1787,1,1
"1788",-5424.33,-4.72238,1.337,3.13106,3.83702,2.98901,0.705345,1.45145,1,0,0,1,1788,1,1
"1789",-5421.27,-0.678411,1.32779,2.75327,3.70887,3.07027,0.710206,1.42419,1,0,0,1,1789,1,1
"1790",-5413.52,-2.48055,1.30655,2.67529,3.79324,3.12975,0.694764,1.43513,1,0,0,1,1790,1,1
"1791",-5419.51,-1.81776,1.31983,2.71535,3.69577,2.90597,0.700249,1.43396,1,0,0,1,1791,1,1
"1792",-5415.27,-1.67792,1.30931,2.78463,3.6863,2.98807,0.698716,1.4309,1,0,0,1,1792,1,1
"1793",-5422.72,-3.50999,1.33238,2.86403,3.67936,2.85465,0.699132,1.43257,1,0,0,1,1793,1,1
"1794",-5415.44,-1.6258,1.31917,2.75317,3.66383,3.16386,0.699484,1.41981,1,0,0,1,1794,1,1
"1795",-5414.87,-2.12555,1.32376,3.06911,3.64007,3.05376,0.698388,1.43689,1,0,0,1,1795,1,1
"1796",-5425.75,-3.35457,1.31747,2.99884,3.72986,2.8555,0.706601,1.42827,1,0,0,1,1796,1,1
"1797",-5417.84,-1.41273,1.33008,2.8752,3.83675,3.07108,0.698102,1.44243,1,0,0,1,1797,1,1
"1798",-5425.46,-3.36932,1.31469,2.98656,3.91095,3.15524,0.710751,1.41866,1,0,0,1,1798,1,1
"1799",-5425.89,-3.23381,1.32321,2.48171,3.90304,3.01634,0.702236,1.44196,1,0,0,1,1799,1,1
"1800",-5414.97,-0.948541,1.32198,2.98416,3.68139,3.0883,0.700763,1.43349,1,0,0,1,1800,1,1
"1801",-5412.74,-1.81693,1.32072,2.63433,3.66153,3.19036,0.699227,1.43606,1,0,0,1,1801,1,1
"1802",-5422.21,-5.1314,1.34479,2.50231,3.76988,3.03382,0.691941,1.43826,1,0,0,1,1802,1,1
"1803",-5442.02,-5.323,1.33803,2.78926,4.02536,2.95914,0.708501,1.43128,1,0,0,1,1803,1,1
"1804",-5430.44,-2.72601,1.32083,2.85007,3.74553,2.93334,0.711414,1.41244,1,0,0,1,1804,1,1
"1805",-5431.87,-4.70988,1.31477,3.07182,3.95423,3.01103,0.704772,1.41376,1,0,0,1,1805,1,1
"1806",-5425.29,-5.58624,1.32839,2.43321,3.8635,3.07534,0.688823,1.41574,1,0,0,1,1806,1,1
"1807",-5415.58,-1.84542,1.31088,2.97696,3.72252,2.99445,0.699751,1.43806,1,0,0,1,1807,1,1
"1808",-5419.04,-5.81056,1.34476,2.79255,3.7072,3.31185,0.7118,1.43566,1,0,0,1,1808,1,1
"1809",-5416.66,-0.459301,1.31757,2.90566,3.76131,3.1129,0.70523,1.43152,1,0,0,1,1809,1,1
"1810",-5431.11,-2.02755,1.32138,2.61615,3.85465,2.96042,0.707103,1.42145,1,0,0,1,1810,1,1
"1811",-5429.19,-1.67293,1.32073,2.78037,3.86081,3.02594,0.716773,1.43248,1,0,0,1,1811,1,1
"1812",-5413.15,-1.32791,1.32336,2.7396,3.63818,3.17308,0.703557,1.436,1,0,0,1,1812,1,1
"1813",-5416.12,-4.30353,1.30281,2.85318,3.76408,3.25129,0.713076,1.42765,1,0,0,1,1813,1,1
"1814",-5420.34,-2.47512,1.30709,3.03497,3.74856,3.02074,0.710243,1.43006,1,0,0,1,1814,1,1
"1815",-5417.5,-2.42365,1.32491,2.67974,3.63142,2.96746,0.694137,1.42384,1,0,0,1,1815,1,1
"1816",-5426.36,-1.54279,1.32568,2.7113,3.81253,3.10543,0.711404,1.41666,1,0,0,1,1816,1,1
"1817",-5412.32,-2.94432,1.31417,2.86345,3.65892,3.22771,0.699953,1.44532,1,0,0,1,1817,1,1
"1818",-5422.85,-3.47334,1.34242,3.06256,3.7112,3.11735,0.702811,1.42425,1,0,0,1,1818,1,1
"1819",-5421.3,-2.15876,1.33329,2.89949,3.82737,3.14786,0.697752,1.42004,1,0,0,1,1819,1,1
"1820",-5429.73,-3.83471,1.32196,2.76717,3.99267,3.03642,0.697335,1.41712,1,0,0,1,1820,1,1
"1821",-5416.12,-2.2437,1.32195,2.81371,3.76412,3.05093,0.70474,1.45679,1,0,0,1,1821,1,1
"1822",-5418.46,-1.02008,1.31943,2.56955,3.79379,3.10771,0.703757,1.43204,1,0,0,1,1822,1,1
"1823",-5417.57,-3.54388,1.32472,2.38038,3.68995,3.10728,0.69864,1.43323,1,0,0,1,1823,1,1
"1824",-5413.81,-2.75943,1.32791,2.69321,3.70146,3.00869,0.690145,1.44662,1,0,0,1,1824,1,1
"1825",-5416.37,-0.226051,1.32425,2.80144,3.71,3.0684,0.700541,1.42949,1,0,0,1,1825,1,1
"1826",-5413.91,-2.16273,1.32172,2.92488,3.73969,3.2257,0.706583,1.44479,1,0,0,1,1826,1,1
"1827",-5425.15,-1.97608,1.32704,3.02293,3.76086,2.96609,0.703317,1.41977,1,0,0,1,1827,1,1
"1828",-5415.68,-2.89817,1.31794,2.70204,3.79698,3.18188,0.69024,1.41946,1,0,0,1,1828,1,1
"1829",-5416.13,-2.37587,1.31545,2.99306,3.70493,3.1006,0.712327,1.44775,1,0,0,1,1829,1,1
"1830",-5432.15,-5.01886,1.34153,2.98179,3.81299,3.01906,0.721499,1.44332,1,0,0,1,1830,1,1
"1831",-5415.87,-4.87905,1.32342,2.42012,3.65738,3.0074,0.695473,1.4508,1,0,0,1,1831,1,1
"1832",-5413.97,-1.3023,1.31375,2.83076,3.7883,3.10624,0.699521,1.4444,1,0,0,1,1832,1,1
"1833",-5418.94,-3.38325,1.32933,2.63345,3.6406,3.18984,0.718333,1.42608,1,0,0,1,1833,1,1
"1834",-5428.83,-2.36369,1.33772,2.65347,3.80997,3.01997,0.713544,1.43725,1,0,0,1,1834,1,1
"1835",-5418.34,-5.57751,1.30525,2.86032,3.89368,3.10506,0.688701,1.41336,1,0,0,1,1835,1,1
"1836",-5416.59,-5.97315,1.2984,3.17336,3.77744,3.19357,0.701287,1.43124,1,0,0,1,1836,1,1
"1837",-5420.24,-2.35554,1.32498,2.92917,3.68771,3.15132,0.719096,1.42824,1,0,0,1,1837,1,1
"1838",-5424.46,-5.87962,1.3117,2.79267,3.57643,2.92247,0.713213,1.40819,1,0,0,1,1838,1,1
"1839",-5419.08,-3.66433,1.31706,2.62207,3.87659,3.22687,0.713545,1.44393,1,0,0,1,1839,1,1
"1840",-5423.26,-1.20537,1.33465,2.64926,3.75761,3.02817,0.702809,1.42722,1,0,0,1,1840,1,1
"1841",-5422.99,-3.65491,1.33569,2.5392,3.62738,2.96172,0.710952,1.43662,1,0,0,1,1841,1,1
"1842",-5423.05,-3.84405,1.32524,2.81927,3.91559,3.1168,0.711886,1.45585,1,0,0,1,1842,1,1
"1843",-5428.12,-1.95492,1.32371,2.97141,3.83286,2.99735,0.705773,1.4163,1,0,0,1,1843,1,1
"1844",-5415.47,-2.06626,1.31872,2.89703,3.86426,3.10548,0.697,1.44643,1,0,0,1,1844,1,1
"1845",-5413.73,-2.12829,1.30903,2.65567,3.62866,3.0578,0.700621,1.4295,1,0,0,1,1845,1,1
"1846",-5419.74,-6.50779,1.33619,2.70941,3.91205,3.36866,0.70682,1.4315,1,0,0,1,1846,1,1
"1847",-5426.29,-2.70171,1.3344,2.7051,3.91747,3.16394,0.70865,1.42878,1,0,0,1,1847,1,1
"1848",-5424.84,-1.75303,1.32434,2.71362,3.83178,3.11059,0.717888,1.43593,1,0,0,1,1848,1,1
"1849",-5425.68,-4.24584,1.33778,2.58018,3.8098,3.02148,0.711643,1.45412,1,0,0,1,1849,1,1
"1850",-5439,-7.04419,1.35455,2.51382,3.83794,3.00813,0.707368,1.42589,1,0,0,1,1850,1,1
"1851",-5425.36,-1.60873,1.33071,2.82321,3.91158,3.05452,0.704651,1.43589,1,0,0,1,1851,1,1
"1852",-5412.52,-2.70705,1.32106,2.63217,3.72943,3.09035,0.691669,1.44971,1,0,0,1,1852,1,1
"1853",-5417.24,-0.70711,1.31546,2.76166,3.78435,3.01664,0.69848,1.43392,1,0,0,1,1853,1,1
"1854",-5416.16,-1.38603,1.31496,2.89095,3.84866,3.15166,0.700265,1.43284,1,0,0,1,1854,1,1
