"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"199","gamma[40]",1.233584617,1.17052,0.401007717428119,0.368663316,0.70715815,1.950062,1.00073041495325,1679.28162235744,1923.05791470572
"200","gamma[41]",5.01945039,4.899785,1.06192689568065,1.016870862,3.4943615,6.93622,0.999763741464504,2070.85575758913,1886.40094094578
"201","gamma[42]",5.86691293,5.839075,0.996919486660762,0.975246867,4.3171375,7.6188775,0.999500057973255,1978.53081500244,1921.86099939317
"202","gamma[43]",4.741275085,4.66156,0.983191762894759,0.938433908999999,3.294887,6.474055,0.9998039850374,1964.87597511254,1783.07746570827
"203","gamma[44]",4.575597325,4.46028,0.938523112133846,0.940665222,3.218675,6.2533045,1.0002311913441,1988.32416196637,1780.78174263862
"204","gamma[45]",1.5145176665,1.45544,0.436659818814516,0.407144199,0.9124124,2.3140255,0.999969289078799,1823.34115774735,1930.17557763828
"205","gamma[46]",3.50604039,3.40651,0.894633927858644,0.83418489,2.2634925,5.152008,0.999605329460777,1887.41685785912,2003.46196224318
"206","gamma[47]",3.35045747,3.279945,0.723874708650268,0.691492052999999,2.302686,4.68073,0.999685863001802,1926.17754609089,1922.7754964608
"207","gamma[48]",3.189342475,3.12022,0.709481603183234,0.714946785,2.155497,4.4085725,0.999766939631085,1890.58789702307,1765.35790005985
"208","beta[1]",1.133564702,1.11309,0.256818916383465,0.2550398172,0.75431715,1.588773,0.99997558820066,1916.54947488273,1849.19829064461
"209","beta[2]",1.3659647045,1.33943,0.279607796151036,0.270492957,0.95837385,1.8696385,1.00014460559941,1962.88417110699,1794.74381651149
"210","beta[3]",1.311650932,1.29024,0.215521657387103,0.201996837,0.9975469,1.693895,0.999644681132395,1994.96595206829,1774.49240466165
