"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw"
"1016",-283.283,-1.64855,1.88372,0.996204,0.455618,3.50094,0.654981,1.47926,1,0,0,1,1016,1016
"1017",-286.049,-2.17964,1.89888,0.899495,0.656942,3.56651,0.720462,1.48741,1,0,0,1,1017,1017
"1018",-288.431,-6.08059,1.7873,0.955817,0.545393,3.40623,0.72837,1.50657,1,0,0,1,1018,1018
"1019",-284.923,-2.0388,1.87381,0.956307,0.424614,3.66464,0.726419,1.48429,1,0,0,1,1019,1019
"1020",-290,-3.63823,1.85771,0.892261,0.640055,3.41308,0.728586,1.45305,1,0,0,1,1020,1020
"1021",-287.849,-3.69723,1.90615,0.953211,0.55727,3.46445,0.805143,1.48292,1,0,0,1,1021,1021
"1022",-285.974,-2.70397,1.86625,0.950286,0.584254,3.50776,0.658405,1.53108,1,0,0,1,1022,1022
"1023",-286.37,-3.20349,1.88684,1.01646,0.549814,3.67449,0.653305,1.48011,1,0,0,1,1023,1023
"1024",-287.472,-2.41737,1.88504,0.906717,0.638679,3.49854,0.751235,1.47234,1,0,0,1,1024,1024
"1025",-286.081,-3.97054,1.89747,0.979569,0.577579,3.27153,0.69479,1.52009,1,0,0,1,1025,1025
"1026",-284.294,-1.92216,1.86751,1.00241,0.44268,3.49415,0.667243,1.49134,1,0,0,1,1026,1026
"1027",-284.589,-1.09794,1.91431,0.933748,0.448128,3.42637,0.71883,1.47251,1,0,0,1,1027,1027
"1028",-284.565,-2.86985,1.83952,0.979736,0.495199,3.48784,0.638291,1.47167,1,0,0,1,1028,1028
"1029",-292.357,-5.2611,1.91424,0.868663,0.441636,3.28667,0.7519,1.4807,1,0,0,1,1029,1029
"1030",-286.065,-5.05727,1.95978,0.954786,0.508927,3.60133,0.783624,1.51239,1,0,0,1,1030,1030
"1031",-284.04,-1.91581,1.95113,0.950024,0.498652,3.57688,0.688996,1.46574,1,0,0,1,1031,1031
"1032",-286.057,-2.09773,1.91738,0.888187,0.458046,3.41472,0.66383,1.48378,1,0,0,1,1032,1032
"1033",-285.487,-2.1427,1.84149,0.919158,0.555184,3.42663,0.706211,1.45825,1,0,0,1,1033,1033
"1034",-289.062,-5.00634,1.91207,0.99289,0.696337,3.52277,0.619627,1.48974,1,0,0,1,1034,1034
"1035",-284.613,-2.20276,1.9146,0.98276,0.452339,3.44817,0.756954,1.48631,1,0,0,1,1035,1035
"1036",-286.164,-2.70271,1.88178,0.93097,0.707401,3.55055,0.696883,1.46029,1,0,0,1,1036,1036
"1037",-285.211,-2.23664,1.84539,0.923801,0.467421,3.47864,0.752752,1.49433,1,0,0,1,1037,1037
"1038",-282.759,-2.59586,1.88454,1.02867,0.591405,3.53128,0.720454,1.49054,1,0,0,1,1038,1038
"1039",-283.01,-1.00272,1.92209,0.937903,0.537232,3.57441,0.702512,1.5067,1,0,0,1,1039,1039
"1040",-283.475,-1.13585,1.88247,0.946198,0.616744,3.54056,0.726213,1.49192,1,0,0,1,1040,1040
"1041",-284.345,-2.50682,1.88724,0.936559,0.47071,3.63333,0.743406,1.52368,1,0,0,1,1041,1041
"1042",-284.5,-1.02316,1.92205,0.907238,0.501794,3.53357,0.686629,1.46641,1,0,0,1,1042,1042
"1043",-284.898,-3.71983,1.85497,0.875278,0.441279,3.69112,0.687615,1.49765,1,0,0,1,1043,1043
"1044",-284.201,-1.35287,1.87617,0.949684,0.480453,3.46913,0.751555,1.49998,1,0,0,1,1044,1044
"1045",-285.026,-3.30409,1.85893,1.00051,0.399255,3.40935,0.675383,1.50141,1,0,0,1,1045,1045
"1046",-285.049,-2.10137,1.89772,0.910228,0.437164,3.38383,0.664109,1.46244,1,0,0,1,1046,1046
"1047",-284.536,-3.46736,1.86286,1.01428,0.50683,3.51937,0.747145,1.4466,1,0,0,1,1047,1047
"1048",-283.181,-1.23206,1.86062,0.91884,0.489173,3.62917,0.707651,1.49244,1,0,0,1,1048,1048
"1049",-282.906,-2.53141,1.87877,1.01748,0.633671,3.51334,0.704249,1.49084,1,0,0,1,1049,1049
"1050",-287.933,-3.80658,1.95397,0.959255,0.617033,3.34988,0.699882,1.50601,1,0,0,1,1050,1050
"1051",-283.296,-0.475998,1.87521,0.926864,0.545129,3.52255,0.674854,1.47572,1,0,0,1,1051,1051
"1052",-286.297,-2.31149,1.88611,0.880646,0.46357,3.39013,0.664277,1.49324,1,0,0,1,1052,1052
"1053",-283.409,-0.911333,1.89229,0.938412,0.570405,3.55745,0.71832,1.45983,1,0,0,1,1053,1053
"1054",-286.622,-2.30232,1.87228,0.903221,0.634972,3.51079,0.667741,1.45865,1,0,0,1,1054,1054
"1055",-283.445,-1.14657,1.86615,0.931753,0.418961,3.50508,0.707827,1.47765,1,0,0,1,1055,1055
"1056",-283.739,-2.44709,1.92176,0.986798,0.590091,3.64143,0.660277,1.4853,1,0,0,1,1056,1056
"1057",-284.659,-2.78997,1.8889,1.00945,0.416589,3.48437,0.652671,1.49627,1,0,0,1,1057,1057
"1058",-286.117,-2.09677,1.95271,0.928971,0.537538,3.45295,0.714731,1.50106,1,0,0,1,1058,1058
"1059",-284.717,-1.51068,1.91398,0.925473,0.620254,3.55794,0.673368,1.49907,1,0,0,1,1059,1059
"1060",-284.168,-0.590388,1.87657,0.915041,0.483874,3.44517,0.710452,1.48618,1,0,0,1,1060,1060
"1061",-285.015,-1.04925,1.90865,0.894124,0.488217,3.46792,0.687732,1.49624,1,0,0,1,1061,1061
"1062",-296.086,-7.70383,1.99615,0.863607,0.51085,3.42181,0.757408,1.48452,1,0,0,1,1062,1062
"1063",-287.397,-3.47773,1.95246,0.928562,0.434368,3.35125,0.72557,1.49527,1,0,0,1,1063,1063
"1064",-287.105,-4.04093,1.84199,1.00902,0.414714,3.52503,0.668127,1.45263,1,0,0,1,1064,1064
"1065",-283.895,-2.64473,1.94337,0.994805,0.434619,3.50914,0.676664,1.46857,1,0,0,1,1065,1065
"1066",-286.914,-3.87829,1.8892,0.873139,0.382713,3.45561,0.724521,1.45955,1,0,0,1,1066,1066
"1067",-284.619,-2.06067,1.94427,0.959885,0.494714,3.51223,0.682583,1.45166,1,0,0,1,1067,1067
"1068",-283.39,-1.5669,1.84474,0.989102,0.535004,3.51084,0.694475,1.48589,1,0,0,1,1068,1068
"1069",-286.191,-4.85487,1.90284,0.863902,0.407616,3.61176,0.726932,1.52592,1,0,0,1,1069,1069
"1070",-284.568,-3.76438,1.86195,0.9282,0.485619,3.6497,0.767064,1.44523,1,0,0,1,1070,1070
"1071",-287.419,-2.88892,1.85264,0.895752,0.553966,3.39554,0.659267,1.50987,1,0,0,1,1071,1071
"1072",-287.606,-2.6677,1.89963,0.932455,0.630544,3.35232,0.682765,1.51391,1,0,0,1,1072,1072
"1073",-287.368,-2.11734,1.87587,0.913534,0.601569,3.36932,0.694391,1.50854,1,0,0,1,1073,1073
"1074",-288.533,-4.42567,1.89298,0.976156,0.72157,3.39669,0.758853,1.486,1,0,0,1,1074,1074
"1075",-286.379,-2.75749,1.88126,0.90339,0.490615,3.39034,0.667076,1.52852,1,0,0,1,1075,1075
"1076",-283.987,-2.08186,1.89905,1.01499,0.491773,3.61595,0.694572,1.46538,1,0,0,1,1076,1076
"1077",-287.459,-6.20712,1.84737,0.966098,0.483292,3.72615,0.686191,1.41592,1,0,0,1,1077,1077
"1078",-284.228,-0.693421,1.86982,0.916942,0.503931,3.44843,0.703255,1.49819,1,0,0,1,1078,1078
"1079",-285.283,-3.10558,1.89873,0.881725,0.452481,3.58159,0.673905,1.44092,1,0,0,1,1079,1079
"1080",-284.35,-1.09974,1.90386,0.941494,0.551152,3.45852,0.727549,1.51056,1,0,0,1,1080,1080
"1081",-283.066,-1.11144,1.86192,0.944048,0.47722,3.45583,0.672349,1.46167,1,0,0,1,1081,1081
"1082",-283.188,-2.15211,1.94801,0.983715,0.519877,3.57347,0.683364,1.49852,1,0,0,1,1082,1082
"1083",-284.176,-1.10585,1.8563,0.927629,0.510611,3.46024,0.725622,1.46888,1,0,0,1,1083,1083
"1084",-288.205,-5.64267,1.94852,0.961578,0.514798,3.39866,0.775103,1.53619,1,0,0,1,1084,1084
"1085",-286.799,-2.68614,1.94252,0.912862,0.529509,3.55855,0.749157,1.46045,1,0,0,1,1085,1085
"1086",-283.95,-3.32139,1.93171,0.892513,0.449057,3.69437,0.677883,1.50099,1,0,0,1,1086,1086
"1087",-289.052,-4.47994,1.95918,0.957422,0.579145,3.42912,0.776881,1.49287,1,0,0,1,1087,1087
"1088",-284.339,-2.18181,1.92561,0.924313,0.47318,3.49857,0.635688,1.4682,1,0,0,1,1088,1088
"1089",-284.415,-3.12338,1.93657,0.952165,0.40298,3.63441,0.660073,1.49525,1,0,0,1,1089,1089
"1090",-285.044,-4.21933,1.91447,0.884178,0.494482,3.67946,0.699273,1.53624,1,0,0,1,1090,1090
"1091",-285.089,-3.70068,1.93685,0.942233,0.411323,3.61673,0.67983,1.44007,1,0,0,1,1091,1091
"1092",-283.435,-1.90216,1.87535,0.906409,0.493948,3.68799,0.67411,1.49224,1,0,0,1,1092,1092
"1093",-289.965,-2.73421,1.8965,0.8917,0.664995,3.43858,0.712953,1.4648,1,0,0,1,1093,1093
"1094",-287.658,-4.03163,1.82311,0.884054,0.592566,3.50361,0.737533,1.48689,1,0,0,1,1094,1094
"1095",-284.732,-4.52132,1.93199,0.989352,0.4033,3.48574,0.6414,1.44557,1,0,0,1,1095,1095
"1096",-284.442,-3.13299,1.85872,0.973553,0.481487,3.56189,0.640773,1.4439,1,0,0,1,1096,1096
"1097",-284.388,-1.6154,1.88445,0.892103,0.565694,3.59801,0.686911,1.46304,1,0,0,1,1097,1097
"1098",-282.919,-0.702576,1.88473,0.963362,0.559275,3.53931,0.664672,1.488,1,0,0,1,1098,1098
"1099",-285.407,-3.85383,1.83425,0.891246,0.492832,3.58314,0.755064,1.46003,1,0,0,1,1099,1099
"1100",-284.443,-2.79804,1.92201,0.925581,0.496119,3.58351,0.707259,1.53854,1,0,0,1,1100,1100
"1101",-282.918,-0.889111,1.90181,0.937674,0.570239,3.61212,0.673582,1.48047,1,0,0,1,1101,1101
"1102",-286.637,-2.28889,1.88334,0.925848,0.479084,3.40927,0.765712,1.4638,1,0,0,1,1102,1102
"1103",-288.782,-4.76165,1.88288,1.00156,0.473636,3.77449,0.7572,1.47471,1,0,0,1,1103,1103
"1104",-288.364,-3.77023,1.83045,0.910603,0.623528,3.42009,0.663271,1.50622,1,0,0,1,1104,1104
"1105",-284.687,-3.61564,1.94002,1.01004,0.536182,3.55126,0.760036,1.47075,1,0,0,1,1105,1105
"1106",-284.837,-2.98503,1.94156,0.954114,0.490682,3.38304,0.664068,1.51932,1,0,0,1,1106,1106
"1107",-285.392,-3.7489,1.8426,0.883223,0.585522,3.63275,0.73813,1.49993,1,0,0,1,1107,1107
"1108",-283.947,-1.28248,1.89223,0.909734,0.459215,3.54873,0.737699,1.49913,1,0,0,1,1108,1108
"1109",-283.53,-1.43171,1.88676,0.985046,0.469983,3.59165,0.737567,1.47775,1,0,0,1,1109,1109
"1110",-288.043,-5.45904,1.92352,1.01142,0.699288,3.59564,0.636852,1.50175,1,0,0,1,1110,1110
"1111",-284.211,-2.66944,1.96488,0.973396,0.525436,3.56423,0.684104,1.47788,1,0,0,1,1111,1111
"1112",-285.782,-3.38313,1.87816,0.957833,0.456509,3.54807,0.796787,1.47373,1,0,0,1,1112,1112
"1113",-283.453,-1.37057,1.92466,0.95126,0.513089,3.52258,0.646436,1.48598,1,0,0,1,1113,1113
"1114",-282.799,-0.899511,1.87378,0.933857,0.589135,3.60067,0.698857,1.48071,1,0,0,1,1114,1114
"1115",-282.801,-1.04084,1.8747,0.979909,0.56509,3.4881,0.725365,1.4751,1,0,0,1,1115,1115
"1116",-288.252,-3.79444,1.94965,0.953092,0.545208,3.30844,0.666574,1.46268,1,0,0,1,1116,1116
"1117",-283.636,-0.962901,1.90309,0.89938,0.461985,3.56167,0.698514,1.47425,1,0,0,1,1117,1117
"1118",-284.417,-2.44827,1.84277,0.915302,0.401863,3.54268,0.690495,1.47789,1,0,0,1,1118,1118
"1119",-283.287,-2.40642,1.88432,0.915177,0.481579,3.67575,0.717873,1.44781,1,0,0,1,1119,1119
"1120",-285.855,-3.6874,1.90886,0.877352,0.607843,3.68241,0.656366,1.48076,1,0,0,1,1120,1120
"1121",-286.003,-3.71482,1.93117,0.894031,0.577129,3.589,0.71396,1.53368,1,0,0,1,1121,1121
"1122",-288.145,-4.91601,1.85565,0.936236,0.457094,3.37765,0.728119,1.55133,1,0,0,1,1122,1122
"1123",-284.957,-4.76129,1.84873,0.911305,0.408143,3.57989,0.632814,1.44536,1,0,0,1,1123,1123
"1124",-285.609,-4.15782,1.93439,1.05391,0.462184,3.54483,0.701721,1.49204,1,0,0,1,1124,1124
"1125",-283.888,-2.60581,1.84525,0.918709,0.514282,3.60464,0.666622,1.44879,1,0,0,1,1125,1125
"1126",-283.152,-1.68577,1.89706,0.968589,0.495262,3.58116,0.67746,1.44388,1,0,0,1,1126,1126
"1127",-283.604,-7.34626,1.86089,0.919551,0.61782,3.8708,0.763268,1.49687,1,0,0,1,1127,1127
"1128",-285.214,-4.01738,1.90377,1.0025,0.376967,3.36955,0.72174,1.49967,1,0,0,1,1128,1128
"1129",-284.719,-2.68967,1.91203,0.926497,0.420042,3.50831,0.673271,1.43832,1,0,0,1,1129,1129
"1130",-284.324,-1.49813,1.88499,0.885173,0.44191,3.53339,0.703532,1.47432,1,0,0,1,1130,1130
"1131",-283.772,-0.669149,1.90971,0.911205,0.547456,3.55435,0.68702,1.49088,1,0,0,1,1131,1131
"1132",-287.622,-2.18484,1.9354,0.925998,0.622275,3.46433,0.680509,1.46196,1,0,0,1,1132,1132
"1133",-288.979,-4.9747,1.83154,0.85636,0.479364,3.37793,0.66359,1.48899,1,0,0,1,1133,1133
"1134",-291.319,-7.75549,1.94595,0.904176,0.589868,3.47224,0.779072,1.55691,1,0,0,1,1134,1134
"1135",-284.154,-1.81062,1.86846,0.920157,0.548248,3.54698,0.687432,1.4421,1,0,0,1,1135,1135
"1136",-283.802,-1.92924,1.9144,0.994314,0.492913,3.63251,0.687224,1.50679,1,0,0,1,1136,1136
"1137",-285.586,-8.05445,1.91413,1.04618,0.754095,3.60779,0.73777,1.44395,1,0,0,1,1137,1137
"1138",-284.798,-3.05618,1.8429,1.01392,0.59277,3.55173,0.689569,1.49948,1,0,0,1,1138,1138
"1139",-283.121,-1.63645,1.90898,0.99804,0.538372,3.5367,0.66444,1.50272,1,0,0,1,1139,1139
"1140",-285.344,-4.6128,1.8692,0.928179,0.463245,3.30781,0.615243,1.49372,1,0,0,1,1140,1140
"1141",-284.976,-2.99438,1.85604,0.869398,0.483325,3.5806,0.66367,1.46539,1,0,0,1,1141,1141
"1142",-284.02,-1.41508,1.93474,0.948718,0.484296,3.41889,0.681913,1.49954,1,0,0,1,1142,1142
"1143",-283.602,-2.05116,1.85797,0.991241,0.56074,3.40142,0.672574,1.49589,1,0,0,1,1143,1143
"1144",-284.608,-2.39082,1.90158,0.997643,0.525559,3.70329,0.678191,1.49002,1,0,0,1,1144,1144
"1145",-285.596,-2.94307,1.89423,0.96626,0.497818,3.64685,0.621301,1.48729,1,0,0,1,1145,1145
"1146",-283.869,-1.80283,1.8376,0.93729,0.542685,3.61551,0.68622,1.48606,1,0,0,1,1146,1146
"1147",-284.449,-2.38582,1.86332,0.985653,0.475632,3.38297,0.747866,1.4797,1,0,0,1,1147,1147
"1148",-284.198,-2.97416,1.92754,0.918847,0.433172,3.51326,0.632142,1.50278,1,0,0,1,1148,1148
"1149",-286.969,-3.48433,1.88878,0.874945,0.406557,3.45609,0.748213,1.49878,1,0,0,1,1149,1149
"1150",-284.247,-1.18437,1.91796,0.943592,0.625231,3.53803,0.69173,1.48087,1,0,0,1,1150,1150
"1151",-285.904,-1.78461,1.89997,0.955169,0.621217,3.37814,0.677013,1.47175,1,0,0,1,1151,1151
"1152",-283.359,-0.730298,1.85518,0.943049,0.504161,3.4738,0.687351,1.49506,1,0,0,1,1152,1152
"1153",-294.579,-8.51757,1.99214,0.910586,0.63366,3.33166,0.711945,1.53525,1,0,0,1,1153,1153
"1154",-286.242,-5.54768,1.88835,0.889175,0.404995,3.78842,0.701936,1.5182,1,0,0,1,1154,1154
"1155",-285.927,-2.87607,1.83739,0.91875,0.583268,3.54142,0.641985,1.48126,1,0,0,1,1155,1155
"1156",-287.631,-5.13708,1.94213,0.987047,0.510124,3.50057,0.704994,1.41488,1,0,0,1,1156,1156
"1157",-291.979,-6.49379,1.86033,0.95189,0.52912,3.87887,0.679442,1.52422,1,0,0,1,1157,1157
"1158",-285.428,-2.44535,1.85511,0.909725,0.595771,3.60481,0.661335,1.50494,1,0,0,1,1158,1158
"1159",-284.586,-1.73068,1.85029,0.927106,0.486421,3.58191,0.688803,1.51483,1,0,0,1,1159,1159
"1160",-283.704,-3.74193,1.89842,1.04101,0.602879,3.42394,0.667819,1.49779,1,0,0,1,1160,1160
"1161",-289.395,-4.67405,1.84302,1.03111,0.424375,3.47113,0.670971,1.51573,1,0,0,1,1161,1161
"1162",-283.793,-2.45181,1.87601,0.880447,0.437993,3.63916,0.703403,1.47194,1,0,0,1,1162,1162
"1163",-285.7,-3.15937,1.89281,0.896495,0.557918,3.64257,0.641992,1.51464,1,0,0,1,1163,1163
"1164",-283.158,-1.89534,1.84166,0.979948,0.539341,3.49696,0.705805,1.46152,1,0,0,1,1164,1164
"1165",-283.531,-5.61361,1.90701,0.913407,0.572731,3.8599,0.706504,1.51355,1,0,0,1,1165,1165
"1166",-284.876,-2.2231,1.90282,0.914401,0.446462,3.4218,0.67257,1.52344,1,0,0,1,1166,1166
"1167",-282.908,-1.03864,1.87843,0.945579,0.442477,3.57626,0.682928,1.46222,1,0,0,1,1167,1167
"1168",-285.057,-5.5028,1.8619,0.962848,0.355325,3.3558,0.681674,1.44042,1,0,0,1,1168,1168
"1169",-283.243,-1.41425,1.87174,0.976758,0.427906,3.45575,0.702717,1.4673,1,0,0,1,1169,1169
"1170",-289.896,-3.26221,1.91634,0.890881,0.519172,3.42831,0.71181,1.43308,1,0,0,1,1170,1170
"1171",-292.759,-7.16496,1.88975,0.835662,0.49959,3.298,0.631036,1.5012,1,0,0,1,1171,1171
"1172",-285.534,-1.76777,1.85776,0.916868,0.573722,3.47075,0.659247,1.50383,1,0,0,1,1172,1172
"1173",-285.497,-4.59899,1.91536,1.00795,0.47815,3.4898,0.613176,1.51265,1,0,0,1,1173,1173
"1174",-283.517,-0.900556,1.86875,0.934795,0.513883,3.46252,0.65538,1.48323,1,0,0,1,1174,1174
"1175",-285,-4.18812,1.9109,1.02102,0.384197,3.38538,0.704873,1.46742,1,0,0,1,1175,1175
"1176",-296.107,-7.75906,1.92672,0.864833,0.670887,3.31065,0.68634,1.54091,1,0,0,1,1176,1176
"1177",-284.156,-2.11299,1.93683,0.975311,0.483943,3.51544,0.687848,1.44872,1,0,0,1,1177,1177
"1178",-287.604,-3.6122,1.84862,0.949613,0.706327,3.43371,0.682527,1.50679,1,0,0,1,1178,1178
"1179",-285.723,-2.94685,1.87241,0.934827,0.477462,3.4239,0.669638,1.53989,1,0,0,1,1179,1179
"1180",-285.928,-3.77472,1.88731,0.995313,0.529332,3.31914,0.760247,1.50445,1,0,0,1,1180,1180
"1181",-288.159,-2.90921,1.9513,0.889479,0.558694,3.52335,0.733685,1.48335,1,0,0,1,1181,1181
"1182",-285.378,-4.1747,1.87827,0.893217,0.432477,3.39827,0.61685,1.47678,1,0,0,1,1182,1182
"1183",-283.004,-0.972898,1.89866,0.965761,0.476608,3.38759,0.682411,1.49228,1,0,0,1,1183,1183
"1184",-283.807,-3.51849,1.91268,1.05204,0.506625,3.4907,0.686168,1.46363,1,0,0,1,1184,1184
"1185",-286.703,-3.2053,1.86364,0.917594,0.646364,3.55004,0.682002,1.52924,1,0,0,1,1185,1185
"1186",-282.601,-3.13095,1.91738,0.992598,0.61797,3.65408,0.74227,1.48123,1,0,0,1,1186,1186
"1187",-285.36,-2.96456,1.94227,0.995433,0.614449,3.45153,0.706952,1.46382,1,0,0,1,1187,1187
"1188",-285.566,-3.05915,1.95199,0.960141,0.423003,3.49342,0.704113,1.45184,1,0,0,1,1188,1188
"1189",-284.168,-3.1192,1.83305,0.944865,0.465807,3.54159,0.695598,1.43932,1,0,0,1,1189,1189
"1190",-283.812,-2.21941,1.86769,0.987769,0.540324,3.47696,0.747426,1.45646,1,0,0,1,1190,1190
"1191",-285.294,-1.61647,1.86688,0.889502,0.517692,3.51573,0.73452,1.47297,1,0,0,1,1191,1191
"1192",-287.682,-2.17827,1.90669,0.908195,0.559557,3.47567,0.759709,1.46248,1,0,0,1,1192,1192
"1193",-285.609,-1.5676,1.86927,0.886845,0.533772,3.48707,0.682635,1.50522,1,0,0,1,1193,1193
"1194",-289.849,-3.17245,1.87295,1.02253,0.458397,3.68264,0.68631,1.47976,1,0,0,1,1194,1194
"1195",-285.823,-1.71766,1.93759,0.900115,0.470219,3.45036,0.686095,1.48752,1,0,0,1,1195,1195
"1196",-287.347,-3.23452,1.86731,0.880954,0.442959,3.32902,0.683876,1.47234,1,0,0,1,1196,1196
"1197",-286.945,-6.09258,1.92478,1.03053,0.513101,3.72989,0.741016,1.44208,1,0,0,1,1197,1197
"1198",-283.14,-1.19517,1.8522,0.933996,0.489416,3.52246,0.689343,1.45837,1,0,0,1,1198,1198
"1199",-289.034,-5.20507,1.81108,0.894882,0.561958,3.5229,0.643591,1.5112,1,0,0,1,1199,1199
"1200",-285.056,-2.01764,1.88843,0.922347,0.420215,3.41514,0.730143,1.50876,1,0,0,1,1200,1200
"1201",-290.103,-4.36002,1.92136,0.903801,0.590117,3.338,0.71256,1.53546,1,0,0,1,1201,1201
"1202",-285.987,-3.61013,1.85725,0.861951,0.460812,3.58009,0.741949,1.49636,1,0,0,1,1202,1202
"1203",-284.221,-2.18967,1.88848,0.873389,0.46918,3.61864,0.716531,1.49112,1,0,0,1,1203,1203
"1204",-285.952,-2.069,1.87007,1.00905,0.460373,3.578,0.673604,1.49873,1,0,0,1,1204,1204
"1205",-286.855,-2.86512,1.88729,0.86027,0.484536,3.53945,0.728255,1.46005,1,0,0,1,1205,1205
"1206",-285.282,-4.29893,1.9243,1.02375,0.687229,3.47574,0.677237,1.46762,1,0,0,1,1206,1206
"1207",-285.029,-1.17856,1.87722,0.930515,0.523564,3.44693,0.746827,1.47107,1,0,0,1,1207,1207
"1208",-284.079,-2.7276,1.86942,0.945842,0.611823,3.68676,0.689564,1.51461,1,0,0,1,1208,1208
"1209",-282.79,-0.43061,1.90332,0.925165,0.468995,3.55355,0.6866,1.47629,1,0,0,1,1209,1209
"1210",-283.447,-3.67986,1.91228,1.04481,0.47018,3.37792,0.689928,1.47731,1,0,0,1,1210,1210
"1211",-283.51,-1.9472,1.88426,0.918367,0.606947,3.64789,0.699503,1.50829,1,0,0,1,1211,1211
"1212",-287.775,-3.84531,1.87768,0.937087,0.685106,3.45945,0.749688,1.52233,1,0,0,1,1212,1212
"1213",-287.097,-2.43118,1.90375,0.860061,0.464939,3.47437,0.709328,1.49022,1,0,0,1,1213,1213
"1214",-286.428,-3.79625,1.84699,0.915607,0.536836,3.37122,0.628696,1.46426,1,0,0,1,1214,1214
"1215",-284.613,-2.49091,1.89024,0.972179,0.469975,3.67083,0.654776,1.45608,1,0,0,1,1215,1215
"1216",-284.099,-1.46481,1.89064,0.9718,0.630176,3.47578,0.668928,1.48951,1,0,0,1,1216,1216
"1217",-283.137,-2.66815,1.86125,0.986356,0.479072,3.40577,0.65201,1.45533,1,0,0,1,1217,1217
"1218",-285.887,-2.70438,1.94146,0.953605,0.450936,3.42664,0.691346,1.44563,1,0,0,1,1218,1218
"1219",-283.846,-1.94336,1.89828,0.986951,0.40621,3.52992,0.666388,1.47682,1,0,0,1,1219,1219
"1220",-291.22,-4.96791,1.9372,0.964544,0.725049,3.32607,0.709861,1.47744,1,0,0,1,1220,1220
"1221",-287.558,-4.01108,1.87763,0.898593,0.546323,3.5285,0.616127,1.51955,1,0,0,1,1221,1221
"1222",-283.01,-0.627522,1.85497,0.950883,0.525217,3.49773,0.70074,1.48762,1,0,0,1,1222,1222
"1223",-284.344,-2.74555,1.91253,0.967227,0.399473,3.59455,0.669885,1.45308,1,0,0,1,1223,1223
"1224",-286.132,-3.9278,1.84478,0.931089,0.444395,3.7387,0.682998,1.4549,1,0,0,1,1224,1224
"1225",-287.171,-5.40459,1.83637,0.920918,0.3435,3.56482,0.651539,1.48453,1,0,0,1,1225,1225
"1226",-283.927,-3.65579,1.93365,0.945588,0.517695,3.67848,0.714028,1.53406,1,0,0,1,1226,1226
"1227",-284.256,-1.92075,1.87062,0.976656,0.480388,3.47475,0.761855,1.47734,1,0,0,1,1227,1227
"1228",-284.309,-1.65117,1.91512,0.974969,0.616511,3.48413,0.711742,1.46329,1,0,0,1,1228,1228
"1229",-284.899,-3.65301,1.93018,0.912072,0.474053,3.63644,0.665322,1.53371,1,0,0,1,1229,1229
"1230",-283.786,-1.8944,1.90333,1.00715,0.435319,3.47903,0.708282,1.4987,1,0,0,1,1230,1230
"1231",-285.045,-1.62286,1.87006,0.932715,0.575919,3.46546,0.730628,1.51454,1,0,0,1,1231,1231
"1232",-284.516,-2.7219,1.94952,0.903833,0.512195,3.62692,0.719218,1.5011,1,0,0,1,1232,1232
"1233",-283.871,-4.38434,1.94767,1.04553,0.533476,3.47029,0.70181,1.50456,1,0,0,1,1233,1233
"1234",-283.154,-1.47421,1.87358,0.898876,0.473092,3.63998,0.686241,1.4819,1,0,0,1,1234,1234
"1235",-498.54,-9.33744,1.86759,1.07902,0.394016,3.8011,0.705292,1.49848,1,0,0,1,1235,1235
"1236",-285.524,-3.70893,1.89832,0.995659,0.448338,3.60868,0.731121,1.43332,1,0,0,1,1236,1236
"1237",-286.098,-4.31596,1.84122,0.941676,0.523689,3.75651,0.735765,1.51087,1,0,0,1,1237,1237
"1238",-284.546,-1.23849,1.90655,0.948537,0.47951,3.40308,0.735977,1.49672,1,0,0,1,1238,1238
"1239",-289.61,-6.30323,1.83827,1.02731,0.536595,3.55781,0.748962,1.5412,1,0,0,1,1239,1239
"1240",-286.605,-2.02963,1.92595,0.894571,0.453908,3.40952,0.713394,1.49562,1,0,0,1,1240,1240
"1241",-286.755,-5.23415,1.80032,0.968225,0.500073,3.34331,0.683838,1.50081,1,0,0,1,1241,1241
"1242",-287.246,-2.86853,1.8558,0.870519,0.535183,3.4645,0.662949,1.50312,1,0,0,1,1242,1242
"1243",-285.763,-2.64301,1.87642,0.957245,0.492659,3.72625,0.650255,1.48243,1,0,0,1,1243,1243
"1244",-284.178,-1.53609,1.9263,0.928727,0.424078,3.44229,0.682389,1.47527,1,0,0,1,1244,1244
"1245",-286.927,-3.48349,1.85844,1.01058,0.404995,3.51601,0.650346,1.48038,1,0,0,1,1245,1245
"1246",-287.729,-7.83443,1.86594,0.981552,0.559737,3.25573,0.591879,1.4963,1,0,0,1,1246,1246
"1247",-291.425,-5.00333,1.88365,0.866459,0.526402,3.39249,0.771773,1.52161,1,0,0,1,1247,1247
"1248",-284.17,-0.655437,1.89534,0.945813,0.576,3.44139,0.683211,1.47154,1,0,0,1,1248,1248
"1249",-287.79,-4.79108,1.97883,0.939036,0.414442,3.40542,0.678448,1.46349,1,0,0,1,1249,1249
"1250",-285.383,-2.94292,1.96034,0.948434,0.462779,3.41481,0.698959,1.50885,1,0,0,1,1250,1250
"1251",-283.435,-2.2146,1.87645,0.906063,0.518266,3.66564,0.732387,1.5082,1,0,0,1,1251,1251
