"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw"
"753",-287.325,-2.75684,1.89971,0.922461,0.635069,3.49766,0.630972,1.49534,1,0,0,1,753,753
"754",-287.612,-4.95044,1.87468,0.904978,0.462706,3.72452,0.646561,1.533,1,0,0,1,754,754
"755",-283.608,-2.0025,1.92595,0.971133,0.425376,3.49816,0.676761,1.45768,1,0,0,1,755,755
"756",-284.662,-2.98262,1.89737,0.966843,0.52175,3.31079,0.654921,1.51256,1,0,0,1,756,756
"757",-283.387,-1.19155,1.87799,0.965766,0.528671,3.54367,0.69977,1.51952,1,0,0,1,757,757
"758",-285.029,-3.23634,1.94638,0.943189,0.442837,3.61823,0.696712,1.44406,1,0,0,1,758,758
"759",-286.066,-2.38934,1.85827,0.934515,0.520914,3.34407,0.714614,1.51492,1,0,0,1,759,759
"760",-289.501,-7.34701,1.96671,0.919463,0.467968,3.49214,0.787822,1.54191,1,0,0,1,760,760
"761",-291.344,-5.03426,1.92421,0.900618,0.652999,3.47085,0.786221,1.50902,1,0,0,1,761,761
"762",-283.703,-1.68275,1.90924,0.948742,0.401284,3.46797,0.695549,1.46273,1,0,0,1,762,762
"763",-293.34,-6.48578,1.89386,0.884746,0.571431,3.3023,0.751508,1.54486,1,0,0,1,763,763
"764",-283.845,-1.63799,1.83593,0.947071,0.55624,3.50407,0.717622,1.48511,1,0,0,1,764,764
"765",-286.657,-3.07564,1.88421,0.936964,0.656929,3.51602,0.713561,1.43619,1,0,0,1,765,765
"766",-282.807,-3.48786,1.89071,0.908031,0.579535,3.78514,0.694038,1.47361,1,0,0,1,766,766
"767",-284.072,-2.50845,1.8772,1.00009,0.463738,3.46924,0.639049,1.49797,1,0,0,1,767,767
"768",-287.115,-6.92678,1.88987,1.05041,0.618809,3.39402,0.794082,1.48421,1,0,0,1,768,768
"769",-282.898,-0.880748,1.85726,0.977456,0.491985,3.51503,0.69028,1.47901,1,0,0,1,769,769
"770",-283.331,-1.68285,1.88665,0.927413,0.422858,3.64704,0.695169,1.46716,1,0,0,1,770,770
"771",-284.532,-1.8017,1.87593,0.925929,0.552179,3.50867,0.645055,1.45555,1,0,0,1,771,771
"772",-283.235,-1.79809,1.87371,0.99783,0.573693,3.40406,0.710792,1.49359,1,0,0,1,772,772
"773",-284.83,-1.14915,1.88791,0.931085,0.525881,3.42456,0.72487,1.51174,1,0,0,1,773,773
"774",-284.703,-4.03366,1.92635,1.00243,0.593404,3.70705,0.673857,1.51056,1,0,0,1,774,774
"775",-284.082,-2.5126,1.94086,0.97517,0.428721,3.39189,0.693469,1.49229,1,0,0,1,775,775
"776",-283.775,-2.61525,1.84294,0.931434,0.595632,3.64882,0.681332,1.46405,1,0,0,1,776,776
"777",-283.563,-3.48402,1.8452,0.998667,0.518921,3.34257,0.66699,1.46303,1,0,0,1,777,777
"778",-286.019,-3.27643,1.92813,0.961262,0.613714,3.40745,0.690832,1.5303,1,0,0,1,778,778
"779",-286.655,-3.17092,1.89011,0.969538,0.643749,3.41382,0.637696,1.50382,1,0,0,1,779,779
"780",-286.833,-2.35492,1.94743,0.94504,0.615594,3.45356,0.674327,1.47485,1,0,0,1,780,780
"781",-284.919,-3.277,1.83205,0.929492,0.425529,3.35625,0.690466,1.47276,1,0,0,1,781,781
"782",-284.478,-1.51627,1.92194,0.922353,0.432256,3.43693,0.705645,1.50169,1,0,0,1,782,782
"783",-283.235,-1.81555,1.93473,0.973518,0.440236,3.47773,0.678187,1.5002,1,0,0,1,783,783
"784",-285.978,-1.53199,1.91416,0.914858,0.513654,3.37029,0.689317,1.50435,1,0,0,1,784,784
"785",-285.442,-4.98195,1.86139,0.963167,0.773585,3.66407,0.698458,1.49385,1,0,0,1,785,785
"786",-289.323,-6.53444,1.9025,0.986033,0.376291,3.64704,0.761455,1.4297,1,0,0,1,786,786
"787",-284.294,-1.02013,1.89808,0.902743,0.561775,3.55527,0.677075,1.49812,1,0,0,1,787,787
"788",-285.391,-3.32107,1.89881,0.967356,0.367875,3.49546,0.685196,1.52035,1,0,0,1,788,788
"789",-283.454,-1.26611,1.86501,0.945498,0.606542,3.58535,0.6831,1.49419,1,0,0,1,789,789
"790",-287.466,-3.96662,1.93344,0.884002,0.444285,3.46102,0.644933,1.45003,1,0,0,1,790,790
"791",-286.127,-5.12342,1.82074,0.961688,0.564326,3.64862,0.661739,1.43845,1,0,0,1,791,791
"792",-286.909,-2.78958,1.91546,0.929752,0.648958,3.46081,0.679499,1.52421,1,0,0,1,792,792
"793",-284.451,-1.83318,1.86101,0.954464,0.436393,3.42007,0.736897,1.49501,1,0,0,1,793,793
"794",-285.664,-2.46735,1.8471,0.940909,0.482602,3.53417,0.651395,1.51835,1,0,0,1,794,794
"795",-282.909,-1.47593,1.88396,0.941967,0.511524,3.63513,0.672965,1.45314,1,0,0,1,795,795
"796",-284.388,-2.73821,1.83199,0.975406,0.477327,3.42703,0.656665,1.48829,1,0,0,1,796,796
"797",-283.589,-1.15645,1.89135,0.921251,0.536647,3.58636,0.650438,1.47922,1,0,0,1,797,797
"798",-285.167,-0.861486,1.91293,0.908266,0.501374,3.42748,0.683001,1.48302,1,0,0,1,798,798
"799",-283.983,-1.88454,1.87012,0.973537,0.521086,3.52823,0.633949,1.47896,1,0,0,1,799,799
"800",-282.656,-1.02325,1.89443,0.926986,0.47735,3.63077,0.693272,1.463,1,0,0,1,800,800
"801",-286.564,-5.47899,1.88332,0.972694,0.551742,3.19199,0.648909,1.48599,1,0,0,1,801,801
"802",-287.099,-4.81933,1.89057,0.889229,0.568089,3.68602,0.612649,1.48273,1,0,0,1,802,802
"803",-283.371,-1.23105,1.90224,0.935778,0.500792,3.54396,0.640391,1.48073,1,0,0,1,803,803
"804",-284.387,-2.95003,1.86386,1.00098,0.519822,3.45083,0.630123,1.48737,1,0,0,1,804,804
"805",-287.454,-4.11096,1.84759,0.860016,0.545426,3.56552,0.71536,1.51952,1,0,0,1,805,805
"806",-285.873,-3.92697,1.84202,0.894762,0.415857,3.55327,0.641536,1.50208,1,0,0,1,806,806
"807",-283.553,-1.55307,1.91253,0.935136,0.517039,3.56613,0.700623,1.52561,1,0,0,1,807,807
"808",-285.367,-1.56472,1.89104,0.901573,0.489038,3.39466,0.658087,1.47891,1,0,0,1,808,808
"809",-283.119,-1.2091,1.90666,0.991229,0.517327,3.43647,0.725488,1.48406,1,0,0,1,809,809
"810",-284.651,-1.66638,1.84109,0.966395,0.476514,3.6016,0.694105,1.48508,1,0,0,1,810,810
"811",-285.134,-1.68233,1.87112,0.938628,0.526614,3.44486,0.755752,1.50293,1,0,0,1,811,811
"812",-284.456,-1.66798,1.89022,0.985844,0.479054,3.60108,0.662028,1.50648,1,0,0,1,812,812
"813",-287.762,-7.31202,1.85179,0.89783,0.471186,3.64916,0.82115,1.44833,1,0,0,1,813,813
"814",-287.749,-3.8832,1.8775,0.925754,0.524208,3.29816,0.696146,1.53591,1,0,0,1,814,814
"815",-284.733,-2.0656,1.92895,0.973509,0.608791,3.46796,0.657957,1.48631,1,0,0,1,815,815
"816",-285.493,-4.84972,1.84496,0.866625,0.441718,3.65084,0.645459,1.47103,1,0,0,1,816,816
"817",-286.737,-4.90552,1.88032,0.976219,0.556818,3.80038,0.661639,1.44773,1,0,0,1,817,817
"818",-283.738,-0.89847,1.89642,0.909029,0.484577,3.53633,0.70899,1.50861,1,0,0,1,818,818
"819",-289.804,-4.50742,1.92412,0.9531,0.644795,3.26706,0.714181,1.50664,1,0,0,1,819,819
"820",-283.552,-1.76178,1.873,0.981864,0.580165,3.53418,0.698384,1.51845,1,0,0,1,820,820
"821",-284.509,-3.93857,1.94351,0.927909,0.472387,3.72343,0.705336,1.44779,1,0,0,1,821,821
"822",-284.333,-3.27185,1.92759,0.986988,0.447851,3.37536,0.70327,1.52395,1,0,0,1,822,822
"823",-289.672,-5.74574,1.98648,0.987672,0.522447,3.35533,0.729538,1.46526,1,0,0,1,823,823
"824",-285.684,-4.42618,1.81934,0.872485,0.489828,3.63851,0.705972,1.48415,1,0,0,1,824,824
"825",-283.619,-1.81328,1.89377,0.913134,0.430249,3.61132,0.729183,1.4648,1,0,0,1,825,825
"826",-284.058,-2.17732,1.92907,0.975632,0.4947,3.56566,0.714274,1.44573,1,0,0,1,826,826
"827",-287.649,-3.18111,1.92497,0.870348,0.460155,3.46335,0.662452,1.45836,1,0,0,1,827,827
"828",-283.016,-0.896155,1.90717,0.963795,0.492251,3.47012,0.674328,1.45955,1,0,0,1,828,828
"829",-286.473,-2.37546,1.93467,0.945883,0.636488,3.46576,0.733464,1.49542,1,0,0,1,829,829
"830",-285.093,-3.16198,1.86241,1.02018,0.417934,3.42393,0.682224,1.49565,1,0,0,1,830,830
"831",-282.98,-0.516539,1.89139,0.961818,0.478345,3.46669,0.721744,1.49276,1,0,0,1,831,831
"832",-285.135,-3.00981,1.82575,0.929151,0.476343,3.3624,0.677969,1.4807,1,0,0,1,832,832
"833",-288.526,-6.18579,1.82746,0.883509,0.500115,3.37122,0.612704,1.48829,1,0,0,1,833,833
"834",-285.966,-3.41203,1.9126,0.999392,0.478122,3.59708,0.643164,1.52161,1,0,0,1,834,834
"835",-282.72,-0.902462,1.89872,0.99023,0.47649,3.55305,0.707461,1.47387,1,0,0,1,835,835
"836",-283.947,-1.3472,1.88491,0.92597,0.41152,3.42343,0.705413,1.47976,1,0,0,1,836,836
"837",-283.709,-1.87196,1.91107,1.00984,0.460057,3.53463,0.684996,1.50248,1,0,0,1,837,837
"838",-282.541,-0.581738,1.90738,0.928822,0.487749,3.6038,0.685336,1.48562,1,0,0,1,838,838
"839",-285.337,-0.747603,1.90102,0.929537,0.581892,3.42888,0.707837,1.48011,1,0,0,1,839,839
"840",-291.282,-4.1838,1.8474,0.986332,0.507687,3.73442,0.643447,1.48498,1,0,0,1,840,840
"841",-284.583,-3.55588,1.88617,1.01828,0.543559,3.6745,0.702721,1.44743,1,0,0,1,841,841
"842",-284.866,-2.27422,1.90695,0.875721,0.501769,3.60473,0.732318,1.49495,1,0,0,1,842,842
"843",-288.47,-2.90629,1.88937,0.927458,0.659458,3.44373,0.721662,1.44424,1,0,0,1,843,843
"844",-289.261,-6.14483,1.92644,0.979601,0.410097,3.43526,0.779342,1.4304,1,0,0,1,844,844
"845",-299.293,-5.61512,1.85357,1.05119,0.433007,3.62881,0.663768,1.51346,1,0,0,1,845,845
"846",-291.867,-7.45293,1.84398,0.902531,0.419637,3.85977,0.700312,1.52006,1,0,0,1,846,846
"847",-288.257,-5.38333,1.89443,0.944153,0.58199,3.38361,0.590382,1.47297,1,0,0,1,847,847
"848",-288.483,-2.69956,1.89586,0.942682,0.645606,3.38367,0.742469,1.46394,1,0,0,1,848,848
"849",-284.94,-2.76331,1.8841,0.922863,0.540411,3.56501,0.675434,1.42781,1,0,0,1,849,849
"850",-283.137,-4.23994,1.8726,0.937446,0.544823,3.78979,0.74922,1.46263,1,0,0,1,850,850
"851",-285.437,-2.6105,1.92084,0.915574,0.526102,3.50519,0.622424,1.49007,1,0,0,1,851,851
"852",-285.789,-2.40791,1.83963,0.996237,0.474619,3.53675,0.665431,1.49017,1,0,0,1,852,852
"853",-287.831,-2.87892,1.86415,0.858021,0.584371,3.5072,0.69136,1.48059,1,0,0,1,853,853
"854",-284.772,-3.67183,1.93158,0.988842,0.431998,3.30818,0.686476,1.46772,1,0,0,1,854,854
"855",-285.656,-4.88246,1.87567,0.998067,0.590169,3.59665,0.739354,1.54632,1,0,0,1,855,855
"856",-285.227,-3.60836,1.88827,1.00348,0.564483,3.38353,0.760152,1.51226,1,0,0,1,856,856
"857",-283.688,-1.72769,1.892,0.945324,0.44829,3.58608,0.640697,1.49364,1,0,0,1,857,857
"858",-286.544,-1.78082,1.89133,0.918681,0.496607,3.36022,0.705827,1.45301,1,0,0,1,858,858
"859",-285.366,-2.62177,1.82818,0.932115,0.513468,3.39243,0.672669,1.49654,1,0,0,1,859,859
"860",-285.472,-1.64145,1.84584,0.904718,0.517585,3.43369,0.713266,1.48846,1,0,0,1,860,860
"861",-286.71,-2.36316,1.85695,0.912118,0.490669,3.35102,0.730169,1.46723,1,0,0,1,861,861
"862",-285.257,-2.59314,1.83721,0.925128,0.548232,3.60733,0.692862,1.51681,1,0,0,1,862,862
"863",-284.11,-0.695656,1.90027,0.947514,0.499389,3.39517,0.716074,1.4852,1,0,0,1,863,863
"864",-284.399,-2.5694,1.92655,0.907791,0.43338,3.56432,0.655526,1.45778,1,0,0,1,864,864
"865",-284.225,-1.22288,1.86815,0.937691,0.508991,3.45532,0.694483,1.51914,1,0,0,1,865,865
"866",-284.516,-3.15676,1.91463,0.923104,0.434433,3.57441,0.633916,1.51653,1,0,0,1,866,866
"867",-283.405,-3.0945,1.92584,0.989091,0.67393,3.5937,0.714645,1.4935,1,0,0,1,867,867
"868",-285.917,-3.13493,1.87581,0.947626,0.617577,3.53022,0.784586,1.4793,1,0,0,1,868,868
"869",-288.294,-7.45899,1.96504,0.937143,0.436216,3.72026,0.759483,1.43244,1,0,0,1,869,869
"870",-284.512,-4.36651,1.83233,0.985314,0.5772,3.53279,0.680036,1.43225,1,0,0,1,870,870
"871",-291.206,-5.2941,1.95911,0.851869,0.552099,3.55685,0.74292,1.47825,1,0,0,1,871,871
"872",-286.367,-1.81333,1.93085,0.908341,0.466056,3.40597,0.719868,1.49354,1,0,0,1,872,872
"873",-283.349,-1.37841,1.86812,0.958672,0.431819,3.39653,0.700106,1.48009,1,0,0,1,873,873
"874",-285.097,-3.8457,1.81851,0.945742,0.418625,3.4036,0.667289,1.48152,1,0,0,1,874,874
"875",-284.342,-2.24335,1.82225,0.943144,0.513789,3.45772,0.702138,1.47619,1,0,0,1,875,875
"876",-286.643,-4.00448,1.92133,1.01244,0.477704,3.68648,0.649175,1.46208,1,0,0,1,876,876
"877",-283.242,-2.52296,1.869,0.99798,0.442753,3.38695,0.659958,1.49159,1,0,0,1,877,877
"878",-286.935,-3.13526,1.86503,0.937107,0.493363,3.38954,0.761097,1.44681,1,0,0,1,878,878
"879",-283.417,-1.08192,1.88948,0.959102,0.471689,3.53268,0.700913,1.51876,1,0,0,1,879,879
"880",-286.548,-3.28711,1.92921,0.86691,0.52271,3.57723,0.649845,1.48966,1,0,0,1,880,880
"881",-282.595,-1.66727,1.89095,1.01754,0.525527,3.47135,0.708006,1.47208,1,0,0,1,881,881
"882",-283.944,-1.43873,1.91393,0.932918,0.561881,3.56595,0.663252,1.51068,1,0,0,1,882,882
"883",-285.988,-4.53001,1.94925,0.937899,0.715058,3.65147,0.709836,1.48877,1,0,0,1,883,883
"884",-287.861,-4.58033,1.85681,0.892649,0.419361,3.44483,0.78783,1.48551,1,0,0,1,884,884
"885",-284.803,-1.28915,1.94122,0.950745,0.520124,3.44665,0.697167,1.47303,1,0,0,1,885,885
"886",-282.872,-1.64945,1.89833,1.00599,0.521038,3.49186,0.656506,1.48082,1,0,0,1,886,886
"887",-284.188,-2.92047,1.89617,0.989088,0.495402,3.62263,0.746245,1.44523,1,0,0,1,887,887
"888",-282.748,-1.0383,1.88569,0.945537,0.469792,3.6319,0.721281,1.47033,1,0,0,1,888,888
"889",-292.524,-4.86549,1.87122,0.911728,0.752736,3.39677,0.74717,1.47416,1,0,0,1,889,889
"890",-284.859,-0.823952,1.89403,0.938565,0.584381,3.43778,0.694183,1.4655,1,0,0,1,890,890
"891",-287.101,-2.07198,1.89002,0.930677,0.584594,3.33046,0.678105,1.46546,1,0,0,1,891,891
"892",-283.886,-1.99205,1.8583,0.915754,0.498905,3.54431,0.688077,1.44237,1,0,0,1,892,892
"893",-283.601,-3.01119,1.86464,1.02645,0.484011,3.44138,0.662982,1.4636,1,0,0,1,893,893
"894",-284.063,-3.00638,1.92954,1.0162,0.523798,3.45041,0.745481,1.49613,1,0,0,1,894,894
"895",-282.488,-0.435615,1.87269,0.968447,0.508188,3.48453,0.704741,1.4746,1,0,0,1,895,895
"896",-284.229,-2.44935,1.89907,0.942782,0.383506,3.38413,0.69992,1.49859,1,0,0,1,896,896
"897",-286.349,-5.76635,1.89748,1.03685,0.511827,3.50289,0.746414,1.42285,1,0,0,1,897,897
"898",-286.165,-4.82551,1.92548,0.971733,0.516151,3.53132,0.783147,1.53635,1,0,0,1,898,898
"899",-286.265,-2.95385,1.87261,0.970785,0.435807,3.71153,0.697235,1.45511,1,0,0,1,899,899
"900",-283.651,-1.80582,1.92091,0.937751,0.44908,3.61339,0.743034,1.47671,1,0,0,1,900,900
"901",-282.337,-0.651922,1.90655,0.954668,0.561121,3.58571,0.708078,1.49279,1,0,0,1,901,901
"902",-283.146,-1.66834,1.89458,0.971679,0.485171,3.59175,0.688199,1.44474,1,0,0,1,902,902
"903",-283.795,-1.46227,1.90858,0.972706,0.575981,3.42102,0.686159,1.50889,1,0,0,1,903,903
"904",-287.164,-5.29195,1.86543,0.973921,0.457468,3.21471,0.744996,1.47113,1,0,0,1,904,904
"905",-287.646,-6.52359,1.96885,0.921462,0.33564,3.5071,0.693331,1.45924,1,0,0,1,905,905
"906",-285.196,-4.20402,1.84199,0.900025,0.4197,3.58468,0.735491,1.44347,1,0,0,1,906,906
"907",-288.169,-7.17579,1.95549,0.992373,0.447876,3.72762,0.785788,1.45894,1,0,0,1,907,907
"908",-286.52,-2.78947,1.89912,0.976234,0.618358,3.31731,0.713148,1.47166,1,0,0,1,908,908
"909",-289.415,-3.62593,1.9359,0.935639,0.733054,3.48087,0.696965,1.47219,1,0,0,1,909,909
"910",-287.327,-4.68615,1.9251,0.873513,0.460447,3.53601,0.733897,1.53927,1,0,0,1,910,910
"911",-284.095,-1.42595,1.89562,0.941396,0.417684,3.46862,0.732399,1.46918,1,0,0,1,911,911
"912",-284.899,-2.96069,1.88606,1.01251,0.460327,3.44584,0.740939,1.5154,1,0,0,1,912,912
"913",-282.832,-0.541296,1.91777,0.957191,0.558004,3.532,0.694794,1.48538,1,0,0,1,913,913
"914",-285.673,-1.44032,1.91246,0.918473,0.540661,3.50302,0.753476,1.47668,1,0,0,1,914,914
"915",-283.143,-0.996093,1.8552,0.948218,0.566605,3.57125,0.686079,1.48877,1,0,0,1,915,915
"916",-282.524,-1.87725,1.89025,0.96513,0.554745,3.65312,0.724772,1.45568,1,0,0,1,916,916
"917",-284.28,-2.55243,1.84881,0.907725,0.476863,3.50689,0.660944,1.44831,1,0,0,1,917,917
"918",-292.112,-4.16588,1.90307,0.907463,0.538319,3.31323,0.760832,1.44888,1,0,0,1,918,918
"919",-286.456,-3.7766,1.86438,0.935758,0.625201,3.5574,0.698413,1.54448,1,0,0,1,919,919
"920",-292.124,-6.41466,1.82507,0.961862,0.514203,3.54931,0.636266,1.55061,1,0,0,1,920,920
"921",-288.023,-4.6978,1.82863,0.981837,0.489591,3.45379,0.640074,1.52696,1,0,0,1,921,921
"922",-283.988,-2.13088,1.89592,0.98906,0.425964,3.42106,0.722754,1.46108,1,0,0,1,922,922
"923",-286.724,-2.47689,1.85169,0.917842,0.567716,3.36951,0.675346,1.50931,1,0,0,1,923,923
"924",-286.836,-5.59581,1.97406,1.0141,0.659104,3.45994,0.682822,1.48632,1,0,0,1,924,924
"925",-283.734,-1.44769,1.89261,0.97107,0.441204,3.54189,0.743005,1.47195,1,0,0,1,925,925
"926",-285.001,-2.14589,1.86243,0.966328,0.604451,3.35332,0.687983,1.49106,1,0,0,1,926,926
"927",-285.605,-2.53505,1.89577,1.00038,0.472856,3.66119,0.718225,1.51098,1,0,0,1,927,927
"928",-283.644,-4.75556,1.8663,0.972005,0.433134,3.30306,0.632093,1.4577,1,0,0,1,928,928
"929",-284.571,-6.75463,1.88877,0.889018,0.626221,3.80316,0.73823,1.43954,1,0,0,1,929,929
"930",-286.669,-3.78479,1.92758,0.946702,0.60619,3.58678,0.720933,1.4289,1,0,0,1,930,930
"931",-284.358,-1.88077,1.88455,0.993119,0.427714,3.49765,0.684206,1.51064,1,0,0,1,931,931
"932",-289.88,-5.32507,1.97114,0.88059,0.615529,3.60909,0.73521,1.476,1,0,0,1,932,932
"933",-292.357,-5.65647,1.95012,0.867045,0.544857,3.45255,0.776264,1.50877,1,0,0,1,933,933
"934",-285.556,-4.13146,1.89631,0.900481,0.373484,3.62104,0.676259,1.52263,1,0,0,1,934,934
"935",-284.564,-4.6825,1.96933,1.00228,0.534106,3.60486,0.741203,1.50315,1,0,0,1,935,935
"936",-285.171,-2.04688,1.8671,0.898551,0.515516,3.54205,0.65627,1.51392,1,0,0,1,936,936
"937",-283.722,-1.88174,1.91516,0.981778,0.58772,3.46117,0.677416,1.51325,1,0,0,1,937,937
"938",-283.732,-0.819505,1.89146,0.914908,0.49111,3.49845,0.668608,1.50469,1,0,0,1,938,938
"939",-284.766,-3.70743,1.89906,0.916501,0.496174,3.66861,0.628977,1.44856,1,0,0,1,939,939
"940",-284.145,-1.81087,1.88759,0.927729,0.402663,3.55009,0.730361,1.50044,1,0,0,1,940,940
"941",-283.58,-2.20809,1.84469,0.929405,0.542168,3.57342,0.709015,1.44777,1,0,0,1,941,941
"942",-296.713,-7.78869,1.86638,0.997283,0.550639,3.89861,0.657751,1.45039,1,0,0,1,942,942
"943",-286.927,-4.31965,1.86621,0.880772,0.587173,3.63672,0.678144,1.53484,1,0,0,1,943,943
"944",-282.229,-0.481753,1.87873,0.976057,0.526541,3.53082,0.700955,1.47414,1,0,0,1,944,944
"945",-284.691,-2.75193,1.84055,0.990862,0.42499,3.41801,0.702853,1.48587,1,0,0,1,945,945
"946",-287.386,-4.90105,1.84485,0.919704,0.456071,3.53651,0.808298,1.49001,1,0,0,1,946,946
"947",-286.214,-3.87112,1.83429,0.986621,0.437876,3.53729,0.746472,1.45305,1,0,0,1,947,947
"948",-283.793,-2.36524,1.90129,0.919144,0.410975,3.53025,0.644885,1.50378,1,0,0,1,948,948
"949",-282.993,-0.698555,1.85259,0.938223,0.511221,3.53119,0.704115,1.47983,1,0,0,1,949,949
"950",-287.269,-1.96556,1.87399,0.89657,0.530859,3.42714,0.747746,1.47055,1,0,0,1,950,950
"951",-283.977,-1.67896,1.93339,0.950844,0.548766,3.50038,0.71189,1.5162,1,0,0,1,951,951
"952",-283.95,-1.7533,1.8822,0.951292,0.441157,3.3906,0.696193,1.45231,1,0,0,1,952,952
"953",-283.375,-2.32713,1.89231,0.953707,0.435057,3.35914,0.651078,1.46873,1,0,0,1,953,953
"954",-283.672,-1.95359,1.91555,0.928608,0.417202,3.617,0.70211,1.50742,1,0,0,1,954,954
"955",-283.643,-0.723278,1.88683,0.940695,0.469744,3.39754,0.694722,1.47307,1,0,0,1,955,955
"956",-283.962,-2.2783,1.93103,0.935417,0.428589,3.59639,0.731124,1.50568,1,0,0,1,956,956
"957",-285.439,-3.57113,1.93057,0.983935,0.506848,3.4527,0.766531,1.51944,1,0,0,1,957,957
"958",-285.036,-2.90318,1.88082,0.971429,0.576661,3.50767,0.625618,1.45711,1,0,0,1,958,958
"959",-284.544,-2.46891,1.82836,0.914231,0.572185,3.58639,0.689409,1.48258,1,0,0,1,959,959
"960",-286.458,-3.95814,1.9178,1.02307,0.516788,3.71767,0.669734,1.46862,1,0,0,1,960,960
"961",-284.581,-1.87103,1.85969,0.948815,0.480327,3.54365,0.642211,1.50361,1,0,0,1,961,961
"962",-285.975,-2.60269,1.82644,0.964107,0.463509,3.56904,0.665929,1.48545,1,0,0,1,962,962
"963",-285.487,-1.81258,1.86089,0.914565,0.583931,3.50034,0.649698,1.49279,1,0,0,1,963,963
"964",-289.147,-4.49141,1.83802,0.929827,0.662725,3.40891,0.76195,1.4978,1,0,0,1,964,964
"965",-285.388,-2.66497,1.90995,0.990748,0.552265,3.32688,0.729916,1.47438,1,0,0,1,965,965
"966",-288.288,-6.92958,1.86445,0.951544,0.412786,3.51213,0.771063,1.40991,1,0,0,1,966,966
"967",-285.71,-2.03931,1.89306,0.941024,0.60829,3.49074,0.705075,1.44036,1,0,0,1,967,967
"968",-282.802,-1.07135,1.89004,0.939757,0.584739,3.60456,0.712377,1.46456,1,0,0,1,968,968
"969",-283.918,-1.75981,1.87864,0.945093,0.39656,3.50572,0.721836,1.46642,1,0,0,1,969,969
"970",-285.794,-4.57569,1.86089,1.00483,0.519193,3.45472,0.60667,1.47654,1,0,0,1,970,970
"971",-282.951,-1.07472,1.88017,0.930763,0.445009,3.5624,0.659765,1.47583,1,0,0,1,971,971
"972",-284.284,-1.95339,1.88166,0.931956,0.4425,3.50638,0.716198,1.44058,1,0,0,1,972,972
"973",-284.996,-2.06954,1.88586,0.960062,0.589467,3.48238,0.631416,1.48566,1,0,0,1,973,973
"974",-283.612,-1.9956,1.89638,0.980273,0.537521,3.54981,0.642562,1.45842,1,0,0,1,974,974
"975",-283.095,-2.12853,1.86037,0.920899,0.499846,3.67707,0.736003,1.4753,1,0,0,1,975,975
"976",-282.681,-0.837376,1.89168,0.985415,0.52887,3.4245,0.700989,1.48973,1,0,0,1,976,976
"977",-283.264,-2.22478,1.88706,0.945086,0.438043,3.45679,0.639389,1.45752,1,0,0,1,977,977
"978",-283.025,-0.982177,1.90237,0.977109,0.444099,3.44603,0.710639,1.48229,1,0,0,1,978,978
"979",-286,-5.61341,1.81758,0.930475,0.471628,3.5048,0.619926,1.44789,1,0,0,1,979,979
"980",-286.281,-2.01246,1.87875,0.924976,0.554559,3.3522,0.691661,1.5156,1,0,0,1,980,980
"981",-283.516,-2.40884,1.88186,0.899913,0.512387,3.66383,0.745395,1.46603,1,0,0,1,981,981
"982",-285.478,-3.08262,1.86147,0.957093,0.521639,3.68883,0.716699,1.52721,1,0,0,1,982,982
"983",-287.059,-5.33205,1.80532,0.972075,0.657525,3.40583,0.710644,1.48981,1,0,0,1,983,983
"984",-285.743,-2.87457,1.97107,0.954383,0.484116,3.47339,0.716973,1.4884,1,0,0,1,984,984
"985",-286.894,-3.76697,1.88688,0.895063,0.413512,3.4872,0.783531,1.48266,1,0,0,1,985,985
"986",-282.606,-1.27512,1.87762,1.00581,0.497263,3.47006,0.696401,1.47328,1,0,0,1,986,986
"987",-282.78,-1.71761,1.89376,0.912242,0.524446,3.67717,0.705334,1.46112,1,0,0,1,987,987
"988",-283.441,-1.12031,1.85357,0.932604,0.43749,3.49756,0.69281,1.48264,1,0,0,1,988,988
"989",-284.466,-1.62674,1.88892,0.892678,0.555048,3.59659,0.660981,1.49052,1,0,0,1,989,989
"990",-286.703,-2.68203,1.8738,0.974261,0.507889,3.70464,0.65085,1.49833,1,0,0,1,990,990
"991",-284.493,-2.47975,1.90415,0.910335,0.475017,3.60099,0.767729,1.50003,1,0,0,1,991,991
"992",-292.638,-7.42918,1.91686,0.897085,0.396018,3.26292,0.793902,1.4779,1,0,0,1,992,992
"993",-283.757,-3.50037,1.87989,1.03118,0.580301,3.45116,0.747158,1.46749,1,0,0,1,993,993
"994",-283.038,-0.703401,1.91051,0.956969,0.588335,3.5419,0.692944,1.47718,1,0,0,1,994,994
"995",-285.384,-1.27203,1.89243,0.914556,0.575894,3.46444,0.652467,1.48461,1,0,0,1,995,995
"996",-285.624,-3.13975,1.92222,0.887594,0.520679,3.64463,0.728559,1.4497,1,0,0,1,996,996
"997",-284.683,-1.1558,1.92328,0.948494,0.523593,3.39672,0.710517,1.49748,1,0,0,1,997,997
"998",-285.305,-2.85653,1.83298,0.999315,0.528065,3.53142,0.719349,1.50488,1,0,0,1,998,998
"999",-286.866,-4.01519,1.9452,0.925983,0.621517,3.63755,0.659293,1.44923,1,0,0,1,999,999
"1000",-286.37,-3.13483,1.87577,0.870478,0.447624,3.52413,0.728441,1.4503,1,0,0,1,1000,1000
"1001",-286.809,-4.10429,1.90002,0.978571,0.355696,3.57502,0.733305,1.45682,1,0,0,1,1001,1001
