# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = mlba_single_v8_Frechet_generalized_model
# start_datetime = 2022-09-26 14:08:15 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.001
#     eval_elbo = 100 (Default)
#     output_samples = 2000
# id = 1 (Default)
# data
#   file = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/standata-25d450cd851.json
# init = C:/Users/alescia/AppData/Local/Temp/RtmpkpCL6s/init-1-25d4288a429e.json
# random
#   seed = 274815519
# output
#   file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/fit_gen_chiffre_1-1.csv
#   diagnostic_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_single_v8_Frechet_generalized-diagnostic-1.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/GitHub/mlba_single_v8_Frechet_generalized-profile-1.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=mlba_single_v8_Frechet_generalized_model
lp__,log_p__,log_g__,I,m,lam,gamma,beta,alpha,k,tau,delta
# Stepsize adaptation complete.
# eta = 1
0,-460.848,-2.35922,1.43378,0.916315,0.271338,2.7144,1.48305,1.34797,1,0,0
0,-459.027,-2.63536,1.44159,1.02779,0.238749,2.71222,1.57217,1.30961,1,0,0
0,-457.311,-2.10325,1.48688,1.08516,0.240138,2.63761,1.57091,1.36776,1,0,0
0,-459.908,-3.24872,1.42198,0.965687,0.238666,2.76186,1.57204,1.40855,1,0,0
0,-461.997,-4.93163,1.4804,1.00576,0.379275,2.67019,1.57078,1.32898,1,0,0
0,-458.048,-1.39779,1.42432,0.976953,0.258872,2.71484,1.54182,1.38647,1,0,0
0,-461.165,-3.35535,1.49835,0.983642,0.196205,2.59057,1.5204,1.35739,1,0,0
0,-459.17,-2.14522,1.50593,1.02576,0.275081,2.66035,1.5828,1.32856,1,0,0
0,-457.414,-2.25045,1.48047,1.04666,0.313198,2.6348,1.5562,1.39374,1,0,0
0,-460.25,-3.38667,1.44842,1.05726,0.265126,2.61947,1.3476,1.32187,1,0,0
0,-457.541,-0.891058,1.46532,0.964211,0.287896,2.72589,1.47441,1.37552,1,0,0
0,-457.104,-1.61846,1.47047,0.984681,0.258208,2.7788,1.59387,1.33836,1,0,0
0,-460.846,-2.47793,1.47369,0.98538,0.299452,2.52508,1.53478,1.34599,1,0,0
0,-461.776,-2.34267,1.50383,0.971472,0.220443,2.67426,1.50063,1.33125,1,0,0
0,-458.02,-2.03283,1.43888,0.933921,0.267254,2.74239,1.5657,1.38194,1,0,0
0,-464.592,-3.0167,1.44425,1.04216,0.235544,2.85248,1.45006,1.36062,1,0,0
0,-459.58,-2.00668,1.48542,1.01258,0.268394,2.73535,1.35053,1.35473,1,0,0
0,-458.902,-3.16768,1.43513,0.963166,0.330632,2.69112,1.6275,1.37668,1,0,0
0,-463.184,-5.04871,1.42612,1.05018,0.24772,2.7302,1.73691,1.40634,1,0,0
0,-459.69,-5.28438,1.44548,1.0464,0.256049,2.56293,1.71062,1.42043,1,0,0
0,-460.402,-4.51103,1.47303,1.05982,0.192395,2.68452,1.56529,1.4085,1,0,0
0,-460.094,-2.3792,1.52456,0.997209,0.277606,2.68964,1.41871,1.35844,1,0,0
0,-457.934,-2.21889,1.48535,1.07393,0.252866,2.58716,1.41635,1.36198,1,0,0
0,-460.023,-1.67462,1.50238,0.973399,0.261303,2.6268,1.58365,1.3419,1,0,0
0,-460.658,-2.16718,1.44218,1.01986,0.240674,2.6622,1.39046,1.405,1,0,0
0,-461.748,-4.26752,1.47311,0.904203,0.221676,2.79842,1.54898,1.34234,1,0,0
0,-461.465,-6.01067,1.43338,1.12495,0.305477,2.66826,1.5163,1.30381,1,0,0
0,-471.114,-7.18611,1.42814,0.94086,0.205034,2.80872,1.31257,1.40052,1,0,0
0,-457.124,-1.59853,1.44107,1.00313,0.293527,2.75392,1.51426,1.39355,1,0,0
0,-459.706,-3.49,1.52101,1.04759,0.218175,2.6668,1.42743,1.386,1,0,0
0,-462.413,-3.26384,1.46041,1.02374,0.246835,2.67927,1.28803,1.34662,1,0,0
0,-458.783,-3.09146,1.47789,0.952657,0.328915,2.76449,1.52663,1.33718,1,0,0
0,-457.291,-1.5748,1.44247,1.02851,0.300064,2.70282,1.40911,1.37621,1,0,0
0,-457.957,-1.66617,1.41909,1.01426,0.241994,2.64993,1.58306,1.37811,1,0,0
0,-463.055,-3.28413,1.4623,0.9944,0.21373,2.55135,1.36627,1.35527,1,0,0
0,-460.711,-5.18326,1.41132,1.03494,0.301707,2.65669,1.64058,1.30511,1,0,0
0,-458.975,-1.53523,1.42945,0.971487,0.274786,2.67231,1.45943,1.39562,1,0,0
0,-457.291,-1.7463,1.42884,1.0023,0.303446,2.73329,1.49027,1.34243,1,0,0
0,-462.613,-2.74853,1.46475,0.972592,0.240943,2.71045,1.33764,1.39747,1,0,0
0,-458.047,-1.80579,1.44614,1.00569,0.236631,2.54839,1.53835,1.38296,1,0,0
0,-457.649,-3.00248,1.42812,0.944655,0.302078,2.80097,1.50574,1.36407,1,0,0
0,-457.857,-1.57914,1.44101,1.0316,0.222051,2.68051,1.59192,1.37379,1,0,0
0,-458.955,-1.90446,1.46597,1.01761,0.215829,2.75414,1.53147,1.39057,1,0,0
0,-457.587,-1.53977,1.44857,1.02127,0.234093,2.57912,1.56742,1.34455,1,0,0
0,-457.235,-1.01936,1.45146,1.06155,0.278332,2.70381,1.49476,1.37452,1,0,0
0,-457.822,-2.23813,1.5007,1.03193,0.310294,2.68756,1.59486,1.3745,1,0,0
0,-459.695,-0.686242,1.47802,0.969676,0.242945,2.649,1.45324,1.37335,1,0,0
0,-466.107,-4.32007,1.46071,0.932868,0.268914,2.51697,1.51637,1.31353,1,0,0
0,-457.596,-0.757724,1.47799,1.0135,0.267457,2.68521,1.54515,1.33424,1,0,0
0,-458.38,-2.40578,1.49428,1.02174,0.238004,2.79183,1.55366,1.33234,1,0,0
0,-460.016,-3.1014,1.50043,1.06017,0.258505,2.57882,1.49138,1.31981,1,0,0
0,-465.381,-4.66786,1.46923,1.14403,0.247394,2.73946,1.6194,1.36143,1,0,0
0,-460.453,-6.99459,1.54153,1.06838,0.261374,2.5884,1.36849,1.41764,1,0,0
0,-460.373,-2.74595,1.46295,0.944392,0.299805,2.63606,1.4465,1.41043,1,0,0
0,-464.729,-4.91057,1.46296,0.919866,0.256301,2.47591,1.52798,1.3932,1,0,0
0,-462.268,-2.40054,1.4183,1.04506,0.238089,2.76088,1.47176,1.34395,1,0,0
0,-461.496,-1.70171,1.4347,0.970022,0.234994,2.60178,1.4159,1.3596,1,0,0
0,-456.489,-1.05104,1.46723,0.999484,0.293844,2.7396,1.58391,1.36449,1,0,0
0,-458.909,-2.64427,1.42905,1.05544,0.281836,2.62865,1.64213,1.38275,1,0,0
0,-460.271,-1.62974,1.47764,0.963225,0.301133,2.66089,1.40199,1.3556,1,0,0
0,-458.642,-1.8902,1.43505,0.994088,0.252174,2.8109,1.53751,1.37893,1,0,0
0,-462.759,-4.50501,1.45658,1.01509,0.200288,2.81895,1.52877,1.3189,1,0,0
0,-462.678,-3.23024,1.485,0.930302,0.211236,2.58796,1.56335,1.36066,1,0,0
0,-457.978,-1.84798,1.44107,0.939104,0.29404,2.71033,1.57379,1.36514,1,0,0
0,-465.078,-10.9157,1.4991,1.08293,0.307158,2.93823,1.35266,1.43111,1,0,0
0,-457.084,-2.02935,1.47249,1.08706,0.30257,2.66758,1.50048,1.36361,1,0,0
0,-463.277,-1.8031,1.45537,0.930243,0.247468,2.62141,1.41859,1.36039,1,0,0
0,-456.839,-0.721782,1.48843,1.02646,0.258599,2.73526,1.51582,1.35943,1,0,0
0,-458.445,-2.30595,1.46858,1.05376,0.26596,2.66659,1.618,1.32051,1,0,0
0,-458.037,-3.00049,1.47401,1.05469,0.243736,2.64955,1.58769,1.42173,1,0,0
0,-459.512,-2.33482,1.51925,1.02997,0.271804,2.60824,1.43135,1.35977,1,0,0
0,-458.337,-2.88878,1.4627,1.02746,0.244,2.80516,1.67719,1.36749,1,0,0
0,-458.131,-1.8748,1.40687,0.987854,0.276145,2.67011,1.53525,1.35471,1,0,0
0,-457.746,-3.19894,1.43653,1.02312,0.330734,2.70425,1.47357,1.40734,1,0,0
0,-457.383,-2.37649,1.48233,1.03288,0.231191,2.61739,1.65674,1.34327,1,0,0
0,-460.913,-2.98328,1.4098,1.01104,0.261854,2.60853,1.36214,1.35935,1,0,0
0,-460.117,-3.15244,1.52484,0.947514,0.285093,2.67855,1.57337,1.38233,1,0,0
0,-457.645,-3.59985,1.42979,0.965101,0.316802,2.79749,1.5379,1.39651,1,0,0
0,-463.729,-5.94417,1.51571,1.08151,0.237201,2.87711,1.41062,1.3622,1,0,0
0,-456.879,-2.59949,1.48031,1.05528,0.236174,2.59549,1.62119,1.39333,1,0,0
0,-458.083,-2.84442,1.4595,1.06957,0.312831,2.79365,1.49202,1.37439,1,0,0
0,-458.257,-4.81306,1.4709,1.06497,0.268102,2.49032,1.4695,1.41456,1,0,0
0,-465.654,-7.83589,1.51414,1.06691,0.307322,2.57145,1.80124,1.38327,1,0,0
0,-460.002,-4.17006,1.41601,0.984228,0.249689,2.56191,1.59134,1.41765,1,0,0
0,-457.638,-1.21976,1.42421,1.03017,0.280726,2.6605,1.46058,1.3685,1,0,0
0,-459.438,-2.6499,1.44087,1.08318,0.273008,2.71438,1.44421,1.32683,1,0,0
0,-460.556,-3.51031,1.49857,1.01746,0.255258,2.80892,1.3421,1.37188,1,0,0
0,-460.762,-1.45621,1.44796,0.945822,0.259378,2.58219,1.51647,1.35175,1,0,0
0,-458.65,-2.89906,1.41746,1.0205,0.282976,2.54121,1.46737,1.38334,1,0,0
0,-462.099,-2.6679,1.44898,0.956519,0.227243,2.67966,1.4343,1.41322,1,0,0
0,-457.68,-3.87135,1.51204,1.07267,0.294008,2.67009,1.38081,1.39199,1,0,0
0,-459.163,-2.54323,1.51224,1.02157,0.258556,2.57747,1.43841,1.38982,1,0,0
0,-457.412,-10.6735,1.4916,1.01405,0.433861,2.8369,1.39726,1.40009,1,0,0
0,-458.96,-3.06977,1.42737,1.03617,0.301985,2.65756,1.54287,1.41511,1,0,0
0,-458.713,-0.791434,1.45368,1.02641,0.226691,2.69913,1.46874,1.36307,1,0,0
0,-463.404,-3.64554,1.49265,1.00327,0.249853,2.508,1.38501,1.3391,1,0,0
0,-461.302,-5.87201,1.483,0.964417,0.277595,2.81404,1.36922,1.43643,1,0,0
0,-459.087,-1.23,1.48462,0.963963,0.286972,2.70234,1.5178,1.33796,1,0,0
0,-458.392,-1.73585,1.47047,0.971382,0.315754,2.65429,1.44813,1.38678,1,0,0
0,-461.754,-3.71435,1.40171,1.02212,0.245769,2.70865,1.59376,1.40715,1,0,0
0,-457.208,-1.29912,1.44432,1.00573,0.314537,2.67331,1.48029,1.34917,1,0,0
0,-458.064,-0.538141,1.45932,0.984604,0.253944,2.74124,1.47295,1.3505,1,0,0
0,-458.4,-2.39157,1.4431,1.03641,0.314202,2.70308,1.59586,1.3926,1,0,0
0,-457.714,-1.13783,1.47323,1.02947,0.293765,2.60123,1.4638,1.3515,1,0,0
0,-458.648,-2.07263,1.4503,0.980567,0.294579,2.57972,1.63016,1.37199,1,0,0
0,-457.148,-1.80385,1.49498,1.05046,0.300661,2.6265,1.52819,1.37555,1,0,0
0,-460.704,-1.71122,1.46283,0.978591,0.272467,2.55606,1.50813,1.33252,1,0,0
0,-458.991,-1.8485,1.43701,1.0064,0.287323,2.6562,1.42282,1.32535,1,0,0
0,-459.727,-2.40924,1.48627,0.959397,0.217495,2.73856,1.50258,1.39635,1,0,0
0,-457.262,-0.408975,1.48335,0.996867,0.280842,2.66412,1.52813,1.36159,1,0,0
0,-465.639,-5.5145,1.42872,1.12953,0.321663,2.76299,1.54694,1.37717,1,0,0
0,-460.127,-2.90264,1.47156,1.02377,0.327881,2.62327,1.6443,1.34732,1,0,0
0,-457.941,-1.50759,1.45041,1.01875,0.273008,2.53944,1.50512,1.36083,1,0,0
0,-458.34,-2.2238,1.46993,0.998221,0.288628,2.70879,1.39175,1.40775,1,0,0
0,-458.083,-2.37731,1.48657,1.03189,0.322917,2.60501,1.42726,1.362,1,0,0
0,-458.828,-1.18526,1.45348,0.945907,0.240241,2.68856,1.53592,1.38357,1,0,0
0,-458.241,-2.6065,1.44713,1.00457,0.203547,2.71154,1.61683,1.37563,1,0,0
0,-461.467,-1.99845,1.47313,0.974984,0.258547,2.71067,1.41874,1.31643,1,0,0
0,-461.836,-5.78136,1.47405,1.10287,0.323727,2.84835,1.53387,1.33421,1,0,0
0,-463.949,-3.99125,1.50838,0.921046,0.238436,2.56532,1.53382,1.3924,1,0,0
0,-457.745,-1.69016,1.46418,0.944076,0.290829,2.7023,1.59752,1.37836,1,0,0
0,-458.967,-1.99194,1.42172,0.981961,0.265083,2.56233,1.53573,1.35137,1,0,0
0,-460.252,-1.72769,1.41977,0.986556,0.251892,2.74852,1.42991,1.36492,1,0,0
0,-458.393,-1.30764,1.41802,0.971,0.258308,2.66564,1.52846,1.37022,1,0,0
0,-461.042,-2.31077,1.46397,0.934172,0.314939,2.67089,1.44893,1.34582,1,0,0
0,-459.309,-2.39565,1.46275,0.943217,0.282871,2.78815,1.46526,1.33341,1,0,0
0,-463.726,-3.39885,1.50176,0.95117,0.316495,2.64553,1.47472,1.32225,1,0,0
0,-461.455,-5.71615,1.42813,1.01219,0.309964,2.71877,1.34915,1.29662,1,0,0
0,-457.66,-2.71334,1.51907,1.04919,0.292873,2.64591,1.45519,1.38203,1,0,0
0,-457.577,-2.44765,1.47273,0.984348,0.212367,2.76789,1.61362,1.36404,1,0,0
0,-457.134,-3.32618,1.47714,0.967236,0.273874,2.78056,1.71412,1.36779,1,0,0
0,-460.407,-1.36662,1.46596,0.964799,0.288625,2.62029,1.50015,1.33147,1,0,0
0,-462.43,-2.82531,1.42547,0.934661,0.272459,2.55741,1.46225,1.3686,1,0,0
0,-467.298,-6.64859,1.50922,0.937194,0.263963,2.7797,1.44653,1.2843,1,0,0
0,-461.083,-2.35215,1.45069,0.987095,0.215266,2.55039,1.44881,1.36043,1,0,0
0,-459.22,-3.82483,1.47583,1.10027,0.279746,2.59153,1.5466,1.31766,1,0,0
0,-461.425,-2.75318,1.49395,0.942249,0.238454,2.59907,1.62214,1.34395,1,0,0
0,-465.187,-3.15731,1.46304,0.923471,0.274564,2.61599,1.3458,1.36882,1,0,0
0,-458.275,-2.08753,1.45781,1.02033,0.264529,2.58364,1.45962,1.41217,1,0,0
0,-465.324,-6.02844,1.41353,0.980711,0.255253,2.77414,1.32841,1.30384,1,0,0
0,-460.638,-2.7342,1.45862,0.938823,0.298644,2.67843,1.58441,1.32171,1,0,0
0,-460.238,-6.08982,1.41717,0.909501,0.301151,2.86129,1.44107,1.35552,1,0,0
0,-463.859,-4.87989,1.49884,0.944588,0.27331,2.56642,1.40637,1.42576,1,0,0
0,-456.597,-0.888266,1.4814,1.00287,0.252649,2.76278,1.55731,1.36505,1,0,0
0,-458.562,-3.18151,1.50453,1.06358,0.29669,2.76314,1.61076,1.36577,1,0,0
0,-465.383,-5.19534,1.4559,1.15533,0.249798,2.67248,1.62412,1.38393,1,0,0
0,-460.572,-1.89599,1.45298,0.976784,0.279889,2.57542,1.51577,1.32456,1,0,0
0,-458.161,-1.52085,1.48329,1.02645,0.239042,2.68895,1.56249,1.32643,1,0,0
0,-468.269,-4.03061,1.42388,1.06911,0.224817,2.75932,1.35619,1.36066,1,0,0
0,-456.789,-1.72855,1.45121,1.063,0.30841,2.64372,1.46645,1.3575,1,0,0
0,-457.951,-1.56651,1.45881,1.05976,0.231753,2.65255,1.52167,1.3931,1,0,0
0,-457.411,-3.28851,1.47022,1.00218,0.225386,2.55859,1.65583,1.39606,1,0,0
0,-464.346,-2.99496,1.46899,0.968557,0.264423,2.62155,1.35018,1.31919,1,0,0
0,-460.224,-1.33434,1.46431,0.943109,0.248883,2.68989,1.45702,1.3904,1,0,0
0,-460.937,-2.9171,1.48725,0.953657,0.291561,2.76035,1.36111,1.35193,1,0,0
0,-460.699,-2.83493,1.44486,1.07351,0.289293,2.74712,1.62041,1.38698,1,0,0
0,-460.905,-2.01898,1.4644,0.976701,0.212345,2.60607,1.50488,1.33533,1,0,0
0,-459.75,-3.31649,1.47868,0.977495,0.34562,2.7087,1.62718,1.35654,1,0,0
0,-459.523,-1.722,1.4638,0.985536,0.232482,2.73533,1.51084,1.32083,1,0,0
0,-460.739,-4.37798,1.40584,1.0149,0.195211,2.62519,1.55692,1.35091,1,0,0
0,-457.905,-0.973575,1.47362,0.978667,0.266055,2.74478,1.52121,1.33605,1,0,0
0,-465.795,-3.73146,1.42741,0.938915,0.240351,2.58709,1.34721,1.35229,1,0,0
0,-457.061,-1.80141,1.47717,0.98931,0.328977,2.70754,1.49533,1.37627,1,0,0
0,-458.888,-1.66994,1.45163,1.01365,0.239942,2.56992,1.51621,1.33066,1,0,0
0,-458.847,-0.662455,1.46441,0.980565,0.231823,2.66225,1.51334,1.34482,1,0,0
0,-466.684,-4.09175,1.42607,0.931277,0.232566,2.64673,1.3325,1.34707,1,0,0
0,-458.204,-1.14384,1.46359,0.979415,0.235874,2.59263,1.55648,1.3806,1,0,0
0,-459.038,-2.86214,1.43847,1.01887,0.312696,2.6394,1.54489,1.31454,1,0,0
0,-461.117,-3.23719,1.42566,0.967072,0.234996,2.51947,1.4996,1.38471,1,0,0
0,-457.821,-1.31355,1.4911,0.985235,0.303381,2.71827,1.4696,1.35586,1,0,0
0,-457.882,-2.45226,1.43904,0.944017,0.243639,2.79211,1.58768,1.35672,1,0,0
0,-458.536,-0.427784,1.45793,0.991623,0.235333,2.66666,1.46891,1.37319,1,0,0
0,-462.039,-4.11253,1.42894,0.914225,0.307365,2.58122,1.55982,1.38652,1,0,0
0,-460.372,-4.54059,1.49344,1.07414,0.251469,2.5152,1.38478,1.33695,1,0,0
0,-459.773,-3.2688,1.44139,0.969394,0.301124,2.54687,1.58866,1.39873,1,0,0
0,-458.632,-4.11615,1.46001,1.12281,0.23964,2.56222,1.44049,1.38049,1,0,0
0,-463.178,-3.12395,1.52688,0.945689,0.268372,2.67744,1.5256,1.33565,1,0,0
0,-460.329,-3.04645,1.43988,1.05336,0.232856,2.76606,1.63153,1.33359,1,0,0
0,-456.273,-0.990926,1.46729,0.998564,0.279825,2.77015,1.56496,1.36608,1,0,0
0,-457.855,-1.1158,1.44621,1.03719,0.258613,2.70132,1.50976,1.39783,1,0,0
0,-462.105,-7.71078,1.54369,1.04723,0.24872,2.77629,1.33373,1.41891,1,0,0
0,-459.898,-1.03001,1.44419,0.964088,0.241386,2.72312,1.44061,1.3684,1,0,0
0,-461.825,-7.07521,1.44532,1.07383,0.173585,2.56775,1.47766,1.32968,1,0,0
0,-460.104,-0.953522,1.46062,0.985516,0.233773,2.66833,1.44723,1.33664,1,0,0
0,-458.98,-1.7554,1.48154,1.02994,0.238796,2.63031,1.40152,1.39317,1,0,0
0,-465.155,-10.7273,1.4872,0.980308,0.177248,2.95149,1.62264,1.32688,1,0,0
0,-461.533,-4.14536,1.4453,1.10585,0.23492,2.67251,1.68485,1.34999,1,0,0
0,-457.492,-1.32188,1.46023,0.975442,0.229675,2.70154,1.57802,1.39025,1,0,0
0,-471.237,-6.76606,1.48233,1.05281,0.192447,2.86371,1.36854,1.38153,1,0,0
0,-458.157,-1.88611,1.47013,1.00888,0.301574,2.73466,1.43607,1.32753,1,0,0
0,-460.352,-4.83729,1.51789,0.949605,0.309941,2.65806,1.55395,1.421,1,0,0
0,-459.416,-3.24388,1.51948,0.98836,0.207021,2.68457,1.57154,1.36196,1,0,0
0,-462.211,-3.36217,1.4132,0.977711,0.236615,2.71836,1.42941,1.31696,1,0,0
0,-457.365,-2.05442,1.42599,0.987776,0.292955,2.74586,1.60866,1.36118,1,0,0
0,-463.264,-2.51747,1.45614,0.967907,0.210225,2.7144,1.38898,1.34721,1,0,0
0,-459.178,-2.24583,1.42445,0.954078,0.279334,2.59053,1.57858,1.37533,1,0,0
0,-458.405,-3.71929,1.50157,1.02787,0.309255,2.59283,1.54129,1.41564,1,0,0
0,-461.268,-1.69673,1.46878,0.973665,0.273264,2.6453,1.45475,1.3169,1,0,0
0,-457.38,-1.51388,1.44504,1.00149,0.294231,2.746,1.43537,1.38724,1,0,0
0,-457.328,-2.00953,1.45602,0.994515,0.32034,2.70016,1.57133,1.3934,1,0,0
0,-460.733,-1.53994,1.4753,0.972676,0.240676,2.7046,1.47155,1.32193,1,0,0
0,-460.521,-1.06039,1.45451,0.949191,0.24105,2.6109,1.49739,1.35958,1,0,0
0,-459.944,-1.68363,1.45568,1.03278,0.251674,2.76735,1.38873,1.35193,1,0,0
0,-459.283,-3.54565,1.42281,1.02507,0.318511,2.68151,1.60286,1.3225,1,0,0
0,-458.425,-3.00788,1.44763,1.01488,0.315641,2.55324,1.45791,1.39838,1,0,0
0,-466.539,-4.51036,1.40957,1.09743,0.241432,2.74118,1.51057,1.32502,1,0,0
0,-459.796,-4.48846,1.45766,1.00165,0.321169,2.80177,1.66334,1.3239,1,0,0
0,-457.132,-0.523348,1.44104,0.999165,0.248335,2.71064,1.5506,1.36457,1,0,0
0,-457.593,-1.00207,1.44539,1.01831,0.243408,2.72908,1.56343,1.38489,1,0,0
0,-461.14,-2.23765,1.44799,0.928239,0.295749,2.6139,1.471,1.38233,1,0,0
0,-464.078,-4.53637,1.44041,0.951571,0.314654,2.55374,1.33717,1.35319,1,0,0
0,-459.189,-3.50007,1.51473,1.0764,0.281528,2.57712,1.54419,1.34341,1,0,0
0,-457.23,-2.10439,1.43486,0.998395,0.295786,2.8108,1.5099,1.36369,1,0,0
0,-458.452,-0.582346,1.43955,0.966803,0.264596,2.66707,1.49326,1.35543,1,0,0
0,-457.752,-1.34283,1.43316,0.981474,0.260217,2.59882,1.58895,1.37049,1,0,0
0,-458.675,-4.12151,1.45182,1.05972,0.237204,2.62762,1.75681,1.37086,1,0,0
0,-465.971,-7.54812,1.50067,1.0258,0.220335,2.84611,1.41468,1.28617,1,0,0
0,-461.838,-5.1734,1.4135,0.966875,0.310719,2.49635,1.47913,1.39169,1,0,0
0,-462.842,-2.63999,1.48962,0.951824,0.26088,2.73873,1.37298,1.33482,1,0,0
0,-458.684,-2.21999,1.45263,1.0272,0.26995,2.62834,1.58643,1.31302,1,0,0
0,-458.803,-3.21783,1.48896,1.03382,0.304124,2.77461,1.58317,1.32206,1,0,0
0,-457.012,-1.62391,1.44003,1.00536,0.251747,2.71321,1.65781,1.37019,1,0,0
0,-460.817,-3.6727,1.44951,1.06176,0.216961,2.57201,1.35841,1.36048,1,0,0
0,-463.552,-3.702,1.45493,0.932004,0.279122,2.74882,1.32531,1.34671,1,0,0
0,-463.848,-4.54605,1.46139,1.02518,0.237179,2.78484,1.37878,1.43051,1,0,0
0,-459.212,-2.64643,1.50399,0.978909,0.222178,2.62738,1.53712,1.40212,1,0,0
0,-457.629,-1.04296,1.42897,0.99048,0.244812,2.71067,1.56382,1.3708,1,0,0
0,-457.221,-2.80099,1.49534,1.01368,0.280637,2.77895,1.65283,1.38404,1,0,0
0,-462.059,-4.68625,1.42073,0.95422,0.235579,2.51811,1.53753,1.40978,1,0,0
0,-469.517,-5.41796,1.45678,1.08647,0.236334,2.85752,1.60231,1.40774,1,0,0
0,-458.386,-2.05252,1.47137,1.03661,0.244871,2.67406,1.4721,1.41767,1,0,0
0,-456.492,-1.06266,1.49273,1.01733,0.25966,2.74031,1.54245,1.38162,1,0,0
0,-457.228,-2.15321,1.46683,1.02875,0.260037,2.62735,1.68238,1.38576,1,0,0
0,-464.262,-3.85457,1.49883,0.975647,0.278168,2.52577,1.56052,1.31813,1,0,0
0,-458.647,-2.30178,1.442,0.967967,0.269205,2.74039,1.50476,1.41558,1,0,0
0,-458.284,-3.72163,1.47215,0.961002,0.279425,2.88709,1.43503,1.36334,1,0,0
0,-463.741,-2.53428,1.455,0.924245,0.250349,2.59312,1.50526,1.32871,1,0,0
0,-457.851,-2.87112,1.50253,0.948147,0.292398,2.75372,1.54248,1.39639,1,0,0
0,-460.103,-1.73379,1.49874,0.979097,0.267548,2.7269,1.46667,1.32833,1,0,0
0,-463.56,-2.78974,1.43456,1.03356,0.222059,2.80754,1.51449,1.38622,1,0,0
0,-461.546,-2.63325,1.40098,1.00467,0.247461,2.75845,1.49002,1.37287,1,0,0
0,-457.888,-2.04549,1.4221,1.02434,0.230682,2.65993,1.61402,1.35408,1,0,0
0,-456.989,-1.09172,1.4513,1.01539,0.251654,2.69814,1.59039,1.39366,1,0,0
0,-460.136,-4.44964,1.4997,1.10746,0.261188,2.70181,1.34322,1.34816,1,0,0
0,-459.431,-1.72318,1.50799,0.980661,0.239291,2.62653,1.49802,1.38665,1,0,0
0,-478.317,-10.4027,1.4738,0.840658,0.210969,2.52199,1.48634,1.31724,1,0,0
0,-461.009,-2.98459,1.47706,0.938887,0.206052,2.70473,1.56691,1.34105,1,0,0
0,-459.025,-2.23984,1.45475,0.926375,0.280037,2.6637,1.59312,1.39003,1,0,0
0,-461.415,-2.17836,1.41888,0.945113,0.241472,2.71765,1.44455,1.36826,1,0,0
0,-463.27,-3.37879,1.51142,0.977987,0.276498,2.65991,1.53408,1.30587,1,0,0
0,-460.357,-2.16445,1.44664,0.937691,0.226698,2.77002,1.49763,1.35959,1,0,0
0,-461.475,-6.44526,1.54484,1.11656,0.243128,2.66262,1.5249,1.32847,1,0,0
0,-459.955,-3.12564,1.4446,1.06483,0.208868,2.58612,1.42783,1.36935,1,0,0
0,-459.013,-1.34537,1.44046,0.986487,0.265578,2.55455,1.48875,1.36413,1,0,0
0,-457.243,-3.2533,1.49984,0.975365,0.256389,2.77052,1.69547,1.3576,1,0,0
0,-458.854,-1.61462,1.44968,1.00823,0.24657,2.68238,1.47422,1.41344,1,0,0
0,-458.747,-1.39649,1.44967,0.975755,0.274543,2.75842,1.42995,1.34058,1,0,0
0,-457.836,-0.700458,1.45092,1.02532,0.2545,2.68252,1.45567,1.38897,1,0,0
0,-457.073,-2.49807,1.46721,0.988682,0.315425,2.80156,1.46642,1.34104,1,0,0
0,-468.736,-5.95288,1.46219,0.940117,0.219456,2.55096,1.29522,1.39491,1,0,0
0,-461.013,-4.82913,1.42373,0.971284,0.338536,2.54498,1.43881,1.39439,1,0,0
0,-462.017,-2.70172,1.45339,0.948442,0.258473,2.56243,1.44472,1.4053,1,0,0
0,-461.028,-3.47603,1.45368,1.00437,0.188435,2.62695,1.48067,1.39118,1,0,0
0,-458.315,-0.619966,1.45002,1.02934,0.246228,2.6708,1.4306,1.3648,1,0,0
0,-463.547,-3.09542,1.49231,0.950273,0.25516,2.53251,1.42726,1.38768,1,0,0
0,-462.194,-6.47422,1.44294,1.03782,0.317467,2.46538,1.58127,1.31493,1,0,0
0,-457.273,-0.432219,1.45363,1.0172,0.255909,2.60503,1.50537,1.36151,1,0,0
0,-462.962,-2.27628,1.43646,0.924693,0.2432,2.66622,1.44716,1.33961,1,0,0
0,-458.01,-1.6929,1.45272,0.972478,0.283893,2.61105,1.62881,1.38151,1,0,0
0,-457.022,-1.10512,1.47523,1.00348,0.308546,2.65933,1.53976,1.37991,1,0,0
